# Force coefficients
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 2.50000000e+00
# lRef          : 2.00000000e+00
# Aref          : 2.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
96.5            	4.25772260e-03	1.63703217e+00	-1.25059903e+00	-6.21041790e-01	-6.29557236e-01
96.55           	4.09344927e-03	1.65644901e+00	-1.28569960e+00	-6.38756353e-01	-6.46943251e-01
96.6            	3.87975058e-03	1.67391863e+00	-1.31068543e+00	-6.51462966e-01	-6.59222467e-01
96.65           	3.61717736e-03	1.68866725e+00	-1.32623945e+00	-6.59502546e-01	-6.66736901e-01
96.7            	3.33687856e-03	1.69996613e+00	-1.33464218e+00	-6.63984213e-01	-6.70657971e-01
96.75           	3.00628941e-03	1.70851103e+00	-1.33346872e+00	-6.63728070e-01	-6.69740649e-01
96.8            	2.64194643e-03	1.71399620e+00	-1.32295167e+00	-6.58833887e-01	-6.64117780e-01
96.85           	2.26445534e-03	1.71553057e+00	-1.30693767e+00	-6.51204382e-01	-6.55733293e-01
96.9            	1.88067946e-03	1.71405215e+00	-1.28159212e+00	-6.38915382e-01	-6.42676741e-01
96.95           	1.52267577e-03	1.70930655e+00	-1.24996028e+00	-6.23457467e-01	-6.26502818e-01
97              	1.16689800e-03	1.70090485e+00	-1.21255424e+00	-6.05110223e-01	-6.07444019e-01
97.05           	8.37825649e-04	1.68990648e+00	-1.16726828e+00	-5.82796314e-01	-5.84471965e-01
97.1            	5.28807109e-04	1.67503790e+00	-1.11764578e+00	-5.58294084e-01	-5.59351698e-01
97.15           	2.56293251e-04	1.65755144e+00	-1.05977886e+00	-5.29633139e-01	-5.30145725e-01
97.2            	-4.62105083e-06	1.63692390e+00	-9.96932246e-01	-4.98470744e-01	-4.98461502e-01
97.25           	-2.49600429e-04	1.61503380e+00	-9.27016052e-01	-4.63757626e-01	-4.63258425e-01
97.3            	-4.26829458e-04	1.59095877e+00	-8.51941539e-01	-4.26397599e-01	-4.25543940e-01
97.35           	-5.84198905e-04	1.56548799e+00	-7.71387380e-01	-3.86277889e-01	-3.85109491e-01
97.4            	-7.12665363e-04	1.53912242e+00	-6.84170146e-01	-3.42797738e-01	-3.41372408e-01
97.45           	-8.54324694e-04	1.51326043e+00	-5.91049458e-01	-2.96379054e-01	-2.94670404e-01
97.5            	-9.81716641e-04	1.48816971e+00	-4.92682057e-01	-2.47322745e-01	-2.45359312e-01
97.55           	-1.17033720e-03	1.46503911e+00	-3.88508751e-01	-1.95424712e-01	-1.93084038e-01
97.6            	-1.33073437e-03	1.44466432e+00	-2.78157840e-01	-1.40409655e-01	-1.37748186e-01
97.65           	-1.57719457e-03	1.42731335e+00	-1.65810472e-01	-8.44824306e-02	-8.13280415e-02
97.7            	-1.75471620e-03	1.41424985e+00	-4.85842531e-02	-2.60468428e-02	-2.25374104e-02
97.75           	-2.03624290e-03	1.40677148e+00	6.98682773e-02	3.28978958e-02	3.69703816e-02
97.8            	-2.30471673e-03	1.40532250e+00	1.87750863e-01	9.15707149e-02	9.61801483e-02
97.85           	-2.61305758e-03	1.40841487e+00	3.06948186e-01	1.50861035e-01	1.56087151e-01
97.9            	-2.92516820e-03	1.41661962e+00	4.21596634e-01	2.07873149e-01	2.13723485e-01
97.95           	-3.22298264e-03	1.42897825e+00	5.35484903e-01	2.64519469e-01	2.70965434e-01
98              	-3.50480069e-03	1.44605074e+00	6.44428906e-01	3.18709652e-01	3.25719254e-01
98.05           	-3.80156568e-03	1.46582126e+00	7.47361868e-01	3.69879368e-01	3.77482500e-01
98.1            	-4.04539476e-03	1.48887869e+00	8.43453482e-01	4.17681346e-01	4.25772136e-01
98.15           	-4.22802969e-03	1.51196713e+00	9.31961556e-01	4.61752748e-01	4.70208808e-01
98.2            	-4.36151846e-03	1.53756378e+00	1.01238033e+00	5.01828649e-01	5.10551685e-01
98.25           	-4.45089417e-03	1.56328313e+00	1.08464031e+00	5.37869261e-01	5.46771050e-01
98.3            	-4.44786111e-03	1.58885383e+00	1.14689105e+00	5.68997664e-01	5.77893386e-01
98.35           	-4.39358782e-03	1.61168720e+00	1.20083789e+00	5.96025358e-01	6.04812534e-01
98.4            	-4.27485881e-03	1.63394186e+00	1.24549132e+00	6.18470802e-01	6.27020520e-01
98.45           	-4.11657170e-03	1.65368021e+00	1.28164731e+00	6.36707082e-01	6.44940225e-01
98.5            	-3.90713181e-03	1.67157664e+00	1.30740229e+00	6.49794011e-01	6.57608275e-01
98.55           	-3.65323197e-03	1.68656338e+00	1.32442104e+00	6.58557289e-01	6.65863753e-01
98.6            	-3.37797457e-03	1.69829319e+00	1.33391500e+00	6.63579527e-01	6.70335477e-01
98.65           	-3.05207980e-03	1.70721119e+00	1.33403817e+00	6.63967004e-01	6.70071164e-01
98.7            	-2.69227830e-03	1.71336764e+00	1.32451860e+00	6.59567022e-01	6.64951579e-01
98.75           	-2.31772700e-03	1.71540724e+00	1.30978535e+00	6.52574950e-01	6.57210404e-01
98.8            	-1.93389030e-03	1.71448259e+00	1.28601170e+00	6.41071960e-01	6.44939741e-01
98.85           	-1.57307728e-03	1.71023134e+00	1.25473765e+00	6.25795749e-01	6.28941903e-01
98.9            	-1.21607031e-03	1.70213894e+00	1.21882819e+00	6.08198027e-01	6.10630167e-01
98.95           	-8.81638405e-04	1.69183364e+00	1.17408925e+00	5.86162985e-01	5.87926261e-01
99              	-5.67889673e-04	1.67740291e+00	1.12515996e+00	5.62012088e-01	5.63147868e-01
99.05           	-2.91759780e-04	1.66029282e+00	1.06871879e+00	5.34067636e-01	5.34651156e-01
99.1            	-2.73629359e-05	1.63983373e+00	1.00631812e+00	5.03131695e-01	5.03186421e-01
99.15           	2.19662048e-04	1.61852435e+00	9.37576667e-01	4.69007995e-01	4.68568671e-01
99.2            	4.09460539e-04	1.59459515e+00	8.63130958e-01	4.31974939e-01	4.31156018e-01
99.25           	5.61795819e-04	1.56915600e+00	7.83565308e-01	3.92344450e-01	3.91220858e-01
99.3            	7.02039100e-04	1.54315707e+00	6.97357532e-01	3.49380805e-01	3.47976727e-01
99.35           	8.36531234e-04	1.51686044e+00	6.04877780e-01	3.03275421e-01	3.01602359e-01
99.4            	9.68160191e-04	1.49187462e+00	5.07853610e-01	2.54894965e-01	2.52958645e-01
99.45           	1.13753326e-03	1.46845828e+00	4.03957955e-01	2.03116511e-01	2.00841444e-01
99.5            	1.30393015e-03	1.44742847e+00	2.94656678e-01	1.48632269e-01	1.46024409e-01
99.55           	1.53679263e-03	1.42993575e+00	1.82324672e-01	9.26991288e-02	8.96255436e-02
99.6            	1.72261356e-03	1.41576090e+00	6.58114230e-02	3.46283251e-02	3.11830979e-02
99.65           	2.00686683e-03	1.40731456e+00	-5.21439987e-02	-2.40651325e-02	-2.80788662e-02
99.7            	2.26457460e-03	1.40545115e+00	-1.70605070e-01	-8.30379604e-02	-8.75671095e-02
99.75           	2.56948031e-03	1.40755912e+00	-2.89357018e-01	-1.42109029e-01	-1.47247990e-01
99.8            	2.87108558e-03	1.41500868e+00	-4.04609702e-01	-1.99433765e-01	-2.05175937e-01
99.85           	3.17797524e-03	1.42670865e+00	-5.19083993e-01	-2.56364021e-01	-2.62719972e-01
99.9            	3.45798729e-03	1.44352173e+00	-6.28547580e-01	-3.10815803e-01	-3.17731777e-01
99.95           	3.75652658e-03	1.46268450e+00	-7.32896442e-01	-3.62691694e-01	-3.70204748e-01
100             	4.01200356e-03	1.48535448e+00	-8.29697304e-01	-4.10836648e-01	-4.18860656e-01
100.05          	4.20857272e-03	1.50845541e+00	-9.19433262e-01	-4.55508058e-01	-4.63925204e-01
100.1           	4.35141547e-03	1.53403380e+00	-1.00118154e+00	-4.96239353e-01	-5.04942184e-01
100.15          	4.44644620e-03	1.55928160e+00	-1.07446766e+00	-5.32787383e-01	-5.41680275e-01
100.2           	4.45243231e-03	1.58521299e+00	-1.13826611e+00	-5.64680620e-01	-5.73585485e-01
100.25          	4.39900108e-03	1.60814896e+00	-1.19334436e+00	-5.92273181e-01	-6.01071183e-01
100.3           	4.29661700e-03	1.63060127e+00	-1.23943746e+00	-6.15422112e-01	-6.24015346e-01
100.35          	4.14029682e-03	1.65059535e+00	-1.27642285e+00	-6.34071129e-01	-6.42351722e-01
100.4           	3.93808781e-03	1.66922796e+00	-1.30365032e+00	-6.47887071e-01	-6.55763246e-01
100.45          	3.68986242e-03	1.68428562e+00	-1.32229302e+00	-6.57456649e-01	-6.64836374e-01
100.5           	3.41833410e-03	1.69676333e+00	-1.33308494e+00	-6.63124134e-01	-6.69960803e-01
100.55          	3.09922008e-03	1.70632844e+00	-1.33487480e+00	-6.64338178e-01	-6.70536618e-01
100.6           	2.74475519e-03	1.71248158e+00	-1.32603106e+00	-6.60270775e-01	-6.65760286e-01
100.65          	2.37277887e-03	1.71504752e+00	-1.31224539e+00	-6.53749915e-01	-6.58495473e-01
100.7           	1.98928741e-03	1.71482885e+00	-1.28986386e+00	-6.42942642e-01	-6.46921217e-01
100.75          	1.62487111e-03	1.71101717e+00	-1.25929401e+00	-6.28022133e-01	-6.31271875e-01
100.8           	1.26783208e-03	1.70353942e+00	-1.22490412e+00	-6.11184228e-01	-6.13719892e-01
100.85          	9.30521901e-04	1.69342801e+00	-1.18051528e+00	-5.89327117e-01	-5.91188161e-01
100.9           	6.12185413e-04	1.67958757e+00	-1.13269978e+00	-5.65737705e-01	-5.66962076e-01
100.95          	3.31608600e-04	1.66280347e+00	-1.07733750e+00	-5.38337143e-01	-5.39000360e-01
101             	6.40902152e-05	1.64293483e+00	-1.01578363e+00	-5.07827725e-01	-5.07955905e-01
101.05          	-1.85576458e-04	1.62158303e+00	-9.48067616e-01	-4.74219384e-01	-4.73848231e-01
101.1           	-3.87237379e-04	1.59806239e+00	-8.74137492e-01	-4.37455984e-01	-4.36681509e-01
101.15          	-5.38357953e-04	1.57283985e+00	-7.95803997e-01	-3.98440357e-01	-3.97363641e-01
101.2           	-6.88010433e-04	1.54709980e+00	-7.10164488e-01	-3.55770254e-01	-3.54394234e-01
101.25          	-8.15011256e-04	1.52046192e+00	-6.18508077e-01	-3.10069050e-01	-3.08439027e-01
101.3           	-9.53913304e-04	1.49522063e+00	-5.22795441e-01	-2.62351634e-01	-2.60443807e-01
101.35          	-1.11204566e-03	1.47142748e+00	-4.19128962e-01	-2.10676527e-01	-2.08452435e-01
101.4           	-1.28238954e-03	1.45053289e+00	-3.11317547e-01	-1.56941163e-01	-1.54376384e-01
101.45          	-1.49651568e-03	1.43248409e+00	-1.99175674e-01	-1.01084353e-01	-9.80913212e-02
101.5           	-1.68722446e-03	1.41752470e+00	-8.33256389e-02	-4.33500439e-02	-3.99755950e-02
101.55          	-1.96901296e-03	1.40800631e+00	3.48093261e-02	1.54356501e-02	1.93736760e-02
101.6           	-2.21442689e-03	1.40547649e+00	1.53342100e-01	7.44566230e-02	7.88854768e-02
101.65          	-2.50915664e-03	1.40680667e+00	2.72309606e-01	1.33645646e-01	1.38663960e-01
101.7           	-2.80404133e-03	1.41390844e+00	3.87474191e-01	1.90933054e-01	1.96541137e-01
101.75          	-3.12011067e-03	1.42498000e+00	5.02381594e-01	2.48070686e-01	2.54310908e-01
101.8           	-3.40466983e-03	1.44106889e+00	6.12468838e-01	3.02829749e-01	3.09639089e-01
101.85          	-3.70429171e-03	1.45965874e+00	7.17734226e-01	3.55162821e-01	3.62571405e-01
101.9           	-3.97176409e-03	1.48161309e+00	8.15503998e-01	4.03780235e-01	4.11723763e-01
101.95          	-4.17915206e-03	1.50510251e+00	9.06385360e-01	4.49013528e-01	4.57371832e-01
102             	-4.33060414e-03	1.53039327e+00	9.89460939e-01	4.90399865e-01	4.99061074e-01
102.05          	-4.43201901e-03	1.55526444e+00	1.06428235e+00	5.27709158e-01	5.36573196e-01
102.1           	-4.45196834e-03	1.58143777e+00	1.12950632e+00	5.60301191e-01	5.69205128e-01
102.15          	-4.40611286e-03	1.60449269e+00	1.18542376e+00	5.88305768e-01	5.97117994e-01
102.2           	-4.32289478e-03	1.62739194e+00	1.23292932e+00	6.12141766e-01	6.20787555e-01
102.25          	-4.16743029e-03	1.64793442e+00	1.27127069e+00	6.31467916e-01	6.39802777e-01
102.3           	-3.97562540e-03	1.66685059e+00	1.29940514e+00	6.45726945e-01	6.53678196e-01
102.35          	-3.73066788e-03	1.68211379e+00	1.32020325e+00	6.56370957e-01	6.63832293e-01
102.4           	-3.46128832e-03	1.69515310e+00	1.33183989e+00	6.62458657e-01	6.69381234e-01
102.45          	-3.15050061e-03	1.70508197e+00	1.33526875e+00	6.64483876e-01	6.70784877e-01
102.5           	-2.80125408e-03	1.71167975e+00	1.32745071e+00	6.60924103e-01	6.66526611e-01
102.55          	-2.43120460e-03	1.71473069e+00	1.31445011e+00	6.54793850e-01	6.59656259e-01
102.6           	-2.04865250e-03	1.71504011e+00	1.29324615e+00	6.44574423e-01	6.48671728e-01
102.65          	-1.67859653e-03	1.71185809e+00	1.26368667e+00	6.30164738e-01	6.33521931e-01
102.7           	-1.32345784e-03	1.70476804e+00	1.23050303e+00	6.13928056e-01	6.16574972e-01
102.75          	-9.81867494e-04	1.69500057e+00	1.18739053e+00	5.92713398e-01	5.94677133e-01
102.8           	-6.62037190e-04	1.68149709e+00	1.13950486e+00	5.69090391e-01	5.70414465e-01
102.85          	-3.73589601e-04	1.66520475e+00	1.08561203e+00	5.42432425e-01	5.43179604e-01
102.9           	-1.03026467e-04	1.64592317e+00	1.02496283e+00	5.12378386e-01	5.12584439e-01
102.95          	1.48274754e-04	1.62464616e+00	9.58297266e-01	4.79296908e-01	4.79000358e-01
103             	3.62366660e-04	1.60142527e+00	8.84873853e-01	4.42799293e-01	4.42074560e-01
103.05          	5.16771166e-04	1.57642125e+00	8.07190769e-01	4.04112155e-01	4.03078613e-01
103.1           	6.75040594e-04	1.55081883e+00	7.22497681e-01	3.61923881e-01	3.60573800e-01
103.15          	7.93380658e-04	1.52414119e+00	6.31769151e-01	3.16677956e-01	3.15091195e-01
103.2           	9.42644033e-04	1.49840322e+00	5.37074218e-01	2.69479753e-01	2.67594465e-01
103.25          	1.08857151e-03	1.47444174e+00	4.34170274e-01	2.18173708e-01	2.15996565e-01
103.3           	1.26361386e-03	1.45321647e+00	3.27231982e-01	1.64879605e-01	1.62352377e-01
103.35          	1.45780753e-03	1.43488043e+00	2.15907105e-01	1.09411360e-01	1.06495745e-01
103.4           	1.65867625e-03	1.41926686e+00	1.00015269e-01	5.16663110e-02	4.83489585e-02
103.45          	1.92509390e-03	1.40888207e+00	-1.79874265e-02	-7.06861934e-03	-1.09188071e-02
103.5           	2.17615743e-03	1.40546133e+00	-1.36536468e-01	-6.60920766e-02	-7.04443915e-02
103.55          	2.46642590e-03	1.40615363e+00	-2.55375144e-01	-1.25221146e-01	-1.30153998e-01
103.6           	2.75564131e-03	1.41252233e+00	-3.71108224e-01	-1.82798471e-01	-1.88309753e-01
103.65          	3.07345251e-03	1.42341208e+00	-4.86207138e-01	-2.40030117e-01	-2.46177022e-01
103.7           	3.35690366e-03	1.43882350e+00	-5.96994211e-01	-2.95140202e-01	-3.01854009e-01
103.75          	3.65933465e-03	1.45642540e+00	-7.02901550e-01	-3.47791440e-01	-3.55110110e-01
103.8           	3.93765443e-03	1.47821604e+00	-8.01741065e-01	-3.96932878e-01	-4.04808187e-01
103.85          	4.15420692e-03	1.50169589e+00	-8.94114544e-01	-4.42903065e-01	-4.51211479e-01
103.9           	4.31145269e-03	1.52661254e+00	-9.77765376e-01	-4.84571235e-01	-4.93194141e-01
103.95          	4.41764766e-03	1.55158326e+00	-1.05442235e+00	-5.22793529e-01	-5.31628824e-01
104             	4.45438831e-03	1.57775579e+00	-1.12057535e+00	-5.55833284e-01	-5.64742061e-01
104.05          	4.41735188e-03	1.60124155e+00	-1.17748035e+00	-5.84322822e-01	-5.93157526e-01
104.1           	4.34822077e-03	1.62423147e+00	-1.22694494e+00	-6.09124249e-01	-6.17820691e-01
104.15          	4.19101077e-03	1.64541819e+00	-1.26627860e+00	-6.28948289e-01	-6.37330311e-01
104.2           	4.00889826e-03	1.66442322e+00	-1.29604380e+00	-6.44013004e-01	-6.52030801e-01
104.25          	3.77029207e-03	1.67997131e+00	-1.31764022e+00	-6.55049819e-01	-6.62590403e-01
104.3           	3.50226949e-03	1.69336975e+00	-1.33075392e+00	-6.61874691e-01	-6.68879230e-01
104.35          	3.19949507e-03	1.70379990e+00	-1.33529901e+00	-6.64450010e-01	-6.70849000e-01
104.4           	2.85583174e-03	1.71094419e+00	-1.32896514e+00	-6.61626737e-01	-6.67338400e-01
104.45          	2.48642902e-03	1.71447737e+00	-1.31694481e+00	-6.55985974e-01	-6.60958832e-01
104.5           	2.10296588e-03	1.71509290e+00	-1.29709075e+00	-6.46442411e-01	-6.50648342e-01
104.55          	1.72828808e-03	1.71267669e+00	-1.26831386e+00	-6.32428640e-01	-6.35885217e-01
104.6           	1.37426859e-03	1.70595601e+00	-1.23557820e+00	-6.16414830e-01	-6.19163367e-01
104.65          	1.02920276e-03	1.69639323e+00	-1.19394110e+00	-5.95941349e-01	-5.97999754e-01
104.7           	7.08160739e-04	1.68359007e+00	-1.14630068e+00	-5.72442180e-01	-5.73858502e-01
104.75          	4.12875198e-04	1.66761493e+00	-1.09368639e+00	-5.46430321e-01	-5.47256071e-01
104.8           	1.40065395e-04	1.64890773e+00	-1.03409027e+00	-5.16905072e-01	-5.17185203e-01
104.85          	-1.14044174e-04	1.62777746e+00	-9.67695907e-01	-4.83961997e-01	-4.83733909e-01
104.9           	-3.39250107e-04	1.60486068e+00	-8.95758522e-01	-4.48218511e-01	-4.47540011e-01
104.95          	-4.98490902e-04	1.58010857e+00	-8.18680928e-01	-4.09838955e-01	-4.08841973e-01
105             	-6.62938590e-04	1.55449292e+00	-7.34887496e-01	-3.68106687e-01	-3.66780810e-01
105.05          	-7.78411448e-04	1.52783481e+00	-6.45110940e-01	-3.23333881e-01	-3.21777058e-01
105.1           	-9.34114741e-04	1.50200124e+00	-5.50792143e-01	-2.76330186e-01	-2.74461957e-01
105.15          	-1.06801419e-03	1.47797666e+00	-4.49300043e-01	-2.25718036e-01	-2.23582007e-01
105.2           	-1.25242744e-03	1.45599342e+00	-3.42464054e-01	-1.72484454e-01	-1.69979599e-01
105.25          	-1.43340328e-03	1.43732431e+00	-2.31960944e-01	-1.17413875e-01	-1.14547069e-01
105.3           	-1.64614514e-03	1.42086355e+00	-1.17056320e-01	-6.01743052e-02	-5.68820149e-02
105.35          	-1.88258105e-03	1.41032991e+00	1.19862391e-03	-1.28326910e-03	2.48189301e-03
105.4           	-2.13713286e-03	1.40550939e+00	1.20121760e-01	5.79237470e-02	6.21980127e-02
105.45          	-2.42520938e-03	1.40599737e+00	2.38592249e-01	1.16870915e-01	1.21721334e-01
105.5           	-2.71197232e-03	1.41101396e+00	3.55571420e-01	1.75073738e-01	1.80497682e-01
105.55          	-3.03492542e-03	1.42171059e+00	4.70032817e-01	2.31981483e-01	2.38051334e-01
105.6           	-3.31271293e-03	1.43647580e+00	5.81794759e-01	2.87584667e-01	2.94210092e-01
105.65          	-3.61120803e-03	1.45371273e+00	6.88237431e-01	3.40507507e-01	3.47729923e-01
105.7           	-3.89966968e-03	1.47503445e+00	7.88373656e-01	3.90287158e-01	3.98086498e-01
105.75          	-4.12417238e-03	1.49861795e+00	8.81728628e-01	4.36740142e-01	4.44988486e-01
105.8           	-4.29250844e-03	1.52287137e+00	9.66045217e-01	4.78730100e-01	4.87315117e-01
105.85          	-4.40405571e-03	1.54819980e+00	1.04419298e+00	5.17692435e-01	5.26500547e-01
105.9           	-4.45616520e-03	1.57404045e+00	1.11177411e+00	5.51430889e-01	5.60343220e-01
105.95          	-4.42913131e-03	1.59833824e+00	1.16997526e+00	5.80558501e-01	5.89416763e-01
106             	-4.36786511e-03	1.62116892e+00	1.22052747e+00	6.05895868e-01	6.14631598e-01
106.05          	-4.21525814e-03	1.64266445e+00	1.26107312e+00	6.26321302e-01	6.34751819e-01
106.1           	-4.04204730e-03	1.66193726e+00	1.29285953e+00	6.42387716e-01	6.50471810e-01
106.15          	-3.81302905e-03	1.67785361e+00	1.31564392e+00	6.54008930e-01	6.61634988e-01
106.2           	-3.54449434e-03	1.69161944e+00	1.32941992e+00	6.61165463e-01	6.68254452e-01
106.25          	-3.25016222e-03	1.70264189e+00	1.33489351e+00	6.64196594e-01	6.70696919e-01
106.3           	-2.91119089e-03	1.71015831e+00	1.33082274e+00	6.62500177e-01	6.68322559e-01
106.35          	-2.54178911e-03	1.71432256e+00	1.31936075e+00	6.57138586e-01	6.62222164e-01
106.4           	-2.15955467e-03	1.71513058e+00	1.30069637e+00	6.48188628e-01	6.52507737e-01
106.45          	-1.77992712e-03	1.71335248e+00	1.27300157e+00	6.34720859e-01	6.38280713e-01
106.5           	-1.42507619e-03	1.70702012e+00	1.24048715e+00	6.18818498e-01	6.21668650e-01
106.55          	-1.07500453e-03	1.69786979e+00	1.20015003e+00	5.99000009e-01	6.01150018e-01
106.6           	-7.51703830e-04	1.68568701e+00	1.15357878e+00	5.76037686e-01	5.77541093e-01
106.65          	-4.50178716e-04	1.67011035e+00	1.10189897e+00	5.50499308e-01	5.51399665e-01
106.7           	-1.79854679e-04	1.65196005e+00	1.04307340e+00	5.21356847e-01	5.21716557e-01
106.75          	7.60459821e-05	1.63085695e+00	9.77559291e-01	4.88855691e-01	4.88703599e-01
106.8           	3.07242214e-04	1.60825249e+00	9.06313354e-01	4.53463919e-01	4.52849435e-01
106.85          	4.71645163e-04	1.58380491e+00	8.30470100e-01	4.15706695e-01	4.14763405e-01
106.9           	6.39250436e-04	1.55816367e+00	7.47229902e-01	3.74254202e-01	3.72975701e-01
106.95          	7.53330028e-04	1.53168182e+00	6.58673818e-01	3.30090239e-01	3.28583579e-01
107             	9.11875955e-04	1.50590207e+00	5.64536581e-01	2.83180166e-01	2.81356414e-01
107.05          	1.03904467e-03	1.48124514e+00	4.64613788e-01	2.33345938e-01	2.31267849e-01
107.1           	1.24025686e-03	1.45887701e+00	3.58169505e-01	1.80325009e-01	1.77844496e-01
107.15          	1.40614556e-03	1.43979303e+00	2.47638802e-01	1.25225547e-01	1.22413256e-01
107.2           	1.62925420e-03	1.42281937e+00	1.34129167e-01	6.86938379e-02	6.54353295e-02
107.25          	1.83399981e-03	1.41185644e+00	1.60378131e-02	9.85290638e-03	6.18490676e-03
107.3           	2.09840640e-03	1.40581563e+00	-1.03311143e-01	-4.95571652e-02	-5.37539780e-02
107.35          	2.38439923e-03	1.40551043e+00	-2.21252780e-01	-1.08241991e-01	-1.13010789e-01
107.4           	2.67707889e-03	1.40983881e+00	-3.39174605e-01	-1.66910224e-01	-1.72264381e-01
107.45          	2.99941302e-03	1.41994709e+00	-4.53321917e-01	-2.23661545e-01	-2.29660372e-01
107.5           	3.28376612e-03	1.43381409e+00	-5.66111744e-01	-2.79772106e-01	-2.86339638e-01
107.55          	3.58252960e-03	1.45093013e+00	-6.73369765e-01	-3.33102353e-01	-3.40267412e-01
107.6           	3.87584092e-03	1.47195730e+00	-7.74500320e-01	-3.83374319e-01	-3.91126001e-01
107.65          	4.10519832e-03	1.49514720e+00	-8.68961862e-01	-4.30375733e-01	-4.38586129e-01
107.7           	4.27691743e-03	1.51912031e+00	-9.54913450e-01	-4.73179807e-01	-4.81733642e-01
107.75          	4.39600434e-03	1.54440919e+00	-1.03290397e+00	-5.12055982e-01	-5.20847991e-01
107.8           	4.46094421e-03	1.57029098e+00	-1.10273044e+00	-5.46904276e-01	-5.55826164e-01
107.85          	4.44250910e-03	1.59523601e+00	-1.16203497e+00	-5.76574978e-01	-5.85459996e-01
107.9           	4.38585307e-03	1.61815071e+00	-1.21418271e+00	-6.02705502e-01	-6.11477208e-01
107.95          	4.24303532e-03	1.63961768e+00	-1.25549860e+00	-6.23506264e-01	-6.31992335e-01
108             	4.07446970e-03	1.65924393e+00	-1.28936083e+00	-6.40605945e-01	-6.48754884e-01
108.05          	3.85367267e-03	1.67570075e+00	-1.31327941e+00	-6.52786030e-01	-6.60493376e-01
108.1           	3.58642245e-03	1.68975449e+00	-1.32791626e+00	-6.60371706e-01	-6.67544551e-01
108.15          	3.29852867e-03	1.70118916e+00	-1.33479109e+00	-6.64097017e-01	-6.70694075e-01
108.2           	2.96422240e-03	1.70927744e+00	-1.33225313e+00	-6.63162341e-01	-6.69090786e-01
108.25          	2.59572612e-03	1.71424596e+00	-1.32145230e+00	-6.58130425e-01	-6.63321877e-01
108.3           	2.21526083e-03	1.71532735e+00	-1.30391745e+00	-6.49743463e-01	-6.54173985e-01
108.35          	1.83275401e-03	1.71365564e+00	-1.27759452e+00	-6.36964508e-01	-6.40630016e-01
108.4           	1.47623431e-03	1.70817104e+00	-1.24542205e+00	-6.21234789e-01	-6.24187257e-01
108.45          	1.12250604e-03	1.69943779e+00	-1.20637015e+00	-6.02062568e-01	-6.04307580e-01
108.5           	7.96945456e-04	1.68791736e+00	-1.16088014e+00	-5.79643125e-01	-5.81237016e-01
108.55          	4.91238483e-04	1.67274948e+00	-1.11050958e+00	-5.54763552e-01	-5.55746029e-01
108.6           	2.20187445e-04	1.65477575e+00	-1.05198037e+00	-5.25769999e-01	-5.26210373e-01
108.65          	-3.85008465e-05	1.63401299e+00	-9.88100445e-01	-4.94088724e-01	-4.94011722e-01
108.7           	-2.77110163e-04	1.61177664e+00	-9.17405486e-01	-4.58979853e-01	-4.58425633e-01
108.75          	-4.47813279e-04	1.58749795e+00	-8.42058012e-01	-4.21476819e-01	-4.20581193e-01
108.8           	-6.08517128e-04	1.56197998e+00	-7.59747861e-01	-3.80482448e-01	-3.79265414e-01
108.85          	-7.27150804e-04	1.53554947e+00	-6.72272500e-01	-3.36863401e-01	-3.35409099e-01
108.9           	-8.79137584e-04	1.50979839e+00	-5.78463468e-01	-2.90110871e-01	-2.88352596e-01
108.95          	-1.00444602e-03	1.48476439e+00	-4.79446304e-01	-2.40727598e-01	-2.38718706e-01
109             	-1.20662260e-03	1.46201270e+00	-3.74224034e-01	-1.88318640e-01	-1.85905394e-01
109.05          	-1.36638989e-03	1.44216405e+00	-2.63895593e-01	-1.33314187e-01	-1.30581407e-01
109.1           	-1.60547953e-03	1.42508611e+00	-1.50849219e-01	-7.70300892e-02	-7.38191301e-02
109.15          	-1.78672558e-03	1.41312309e+00	-3.33964202e-02	-1.84849357e-02	-1.49114845e-02
109.2           	-2.05921136e-03	1.40625286e+00	8.59589961e-02	4.09202867e-02	4.50387094e-02
109.25          	-2.33957903e-03	1.40498115e+00	2.03462578e-01	9.93917099e-02	1.04070868e-01
109.3           	-2.64112462e-03	1.40904313e+00	3.22342645e-01	1.58530198e-01	1.63812447e-01
109.35          	-2.95816280e-03	1.41829851e+00	4.36429457e-01	2.15256566e-01	2.21172892e-01
109.4           	-3.25058024e-03	1.43108690e+00	5.50064644e-01	2.71781742e-01	2.78282902e-01
109.45          	-3.54137667e-03	1.44827789e+00	6.58565542e-01	3.25741395e-01	3.32824148e-01
109.5           	-3.83634653e-03	1.46878699e+00	7.60063815e-01	3.76195561e-01	3.83868254e-01
109.55          	-4.07279179e-03	1.49184793e+00	8.55429109e-01	4.23641763e-01	4.31787346e-01
109.6           	-4.24620166e-03	1.51529498e+00	9.42599158e-01	4.67053377e-01	4.75545780e-01
109.65          	-4.37521518e-03	1.54061414e+00	1.02190046e+00	5.06575013e-01	5.15325443e-01
