# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous)	moments(pressure viscous)
104.75          	((9.35182964e+00 -6.31047217e+00 -9.69189247e-20) (1.07076367e+00 -5.25067788e-01 -2.28414801e-19)) ((1.28094790e-18 -1.12316604e-19 1.92135063e-08) (-3.50745313e-19 -9.79044257e-21 5.16092076e-03))
104.8           	((9.23932553e+00 -5.94665522e+00 -1.24724057e-19) (1.06634778e+00 -5.16408993e-01 -2.19262300e-19)) ((1.27034262e-18 -9.13602653e-20 2.95954672e-08) (-3.46488085e-19 -1.33156545e-20 1.75078784e-03))
104.85          	((9.11291800e+00 -5.54373624e+00 -1.55336516e-19) (1.06069114e+00 -5.04363173e-01 -2.05816087e-19)) ((1.25800108e-18 -6.67932934e-20 4.54853293e-08) (-3.47879144e-19 -1.74209365e-20 -1.42559766e-03))
104.9           	((8.97623285e+00 -5.10956858e+00 -1.89908323e-19) (1.05414640e+00 -4.88922177e-01 -1.95966609e-19)) ((1.24374992e-18 -3.74744187e-20 6.79662108e-08) (-3.59302689e-19 -1.53836619e-20 -4.24069431e-03))
104.95          	((8.82934254e+00 -4.64635352e+00 -2.20535752e-19) (1.04633604e+00 -4.70402285e-01 -1.71203999e-19)) ((1.22776891e-18 -8.87867464e-21 9.61970549e-08) (-3.62078334e-19 -2.01353471e-20 -6.23123247e-03))
105             	((8.67747293e+00 -4.14386712e+00 -2.48120574e-19) (1.03810783e+00 -4.49179728e-01 -1.35492896e-19)) ((1.21284788e-18 1.79916816e-20 1.31550306e-07) (-3.65216298e-19 -2.62969318e-20 -8.28686393e-03))
105.05          	((8.52035695e+00 -3.60717971e+00 -2.73519876e-19) (1.02861059e+00 -4.24763667e-01 -1.36449707e-19)) ((1.19833854e-18 4.42139484e-20 1.70688596e-07) (-3.97042687e-19 -1.30003686e-21 -9.73031379e-03))
105.1           	((8.36858661e+00 -3.04454659e+00 -2.82120551e-19) (1.01892117e+00 -3.97904308e-01 -1.26698466e-19)) ((1.19034126e-18 5.81866591e-20 2.09288047e-07) (-4.21627109e-19 1.73981723e-20 -1.16766436e-02))
105.15          	((8.22854356e+00 -2.44024886e+00 -2.83949824e-19) (1.00881058e+00 -3.67876411e-01 -1.07851870e-19)) ((1.18529483e-18 6.67006358e-20 2.48871331e-07) (-4.45314474e-19 2.58746821e-20 -1.33504263e-02))
105.2           	((8.10103709e+00 -1.80475773e+00 -2.67123950e-19) (9.98921795e-01 -3.35642602e-01 -6.21638606e-20)) ((1.18618356e-18 6.04238545e-20 2.78317341e-07) (-4.52102072e-19 1.33230031e-20 -1.56556214e-02))
105.25          	((7.99359548e+00 -1.14896474e+00 -2.35986350e-19) (9.89681467e-01 -3.00791155e-01 -1.46824584e-20)) ((1.19201870e-18 4.23252202e-20 3.00664081e-07) (-4.50463079e-19 -3.63977089e-21 -1.79178417e-02))
105.3           	((7.89932435e+00 -4.67458920e-01 -1.90193832e-19) (9.81072840e-01 -2.64143081e-01 2.71992038e-20)) ((1.20282113e-18 1.18305123e-20 3.08028436e-07) (-4.37291253e-19 -1.45572925e-20 -2.05771223e-02))
105.35          	((7.84076993e+00 2.33321165e-01 -1.28169082e-19) (9.73792017e-01 -2.25829766e-01 2.96799389e-20)) ((1.21868813e-18 -3.18432795e-20 2.99859494e-07) (-4.43224657e-19 5.31761842e-21 -2.35325630e-02))
105.4           	((7.81646392e+00 9.36327189e-01 -5.84731185e-20) (9.67969773e-01 -1.85566190e-01 1.33554239e-20)) ((1.23757234e-18 -8.16062375e-20 2.70352421e-07) (-4.61559442e-19 4.44144100e-20 -2.67144311e-02))
105.45          	((7.82373967e+00 1.63518895e+00 1.35651498e-20) (9.63743891e-01 -1.43987393e-01 1.13737343e-20)) ((1.25706255e-18 -1.33522226e-19 2.25290200e-07) (-4.77314436e-19 6.86241353e-20 -3.03153425e-02))
105.5           	((7.85766625e+00 2.32336701e+00 8.70205381e-20) (9.61170982e-01 -1.01045633e-01 5.75408317e-21)) ((1.27601637e-18 -1.85984024e-19 1.64714435e-07) (-4.96432031e-19 9.58793738e-20 -3.38998188e-02))
105.55          	((7.92474430e+00 2.99504612e+00 1.56539287e-19) (9.60946879e-01 -5.73410174e-02 2.20414392e-20)) ((1.29300564e-18 -2.34412630e-19 9.34439310e-08) (-5.05887005e-19 1.05875326e-19 -3.79366612e-02))
105.6           	((8.01622148e+00 3.64917671e+00 2.19680651e-19) (9.61752295e-01 -1.29594680e-02 4.71232431e-20)) ((1.30820437e-18 -2.76849117e-19 1.41273747e-08) (-5.08664559e-19 1.10981041e-19 -4.14089257e-02))
105.65          	((8.12151351e+00 4.27040385e+00 2.71264348e-19) (9.64191072e-01 3.10800932e-02 7.42462184e-20)) ((1.31990960e-18 -3.08552336e-19 -6.33199149e-08) (-5.10202637e-19 1.13390558e-19 -4.51400370e-02))
105.7           	((8.25059217e+00 4.85262292e+00 3.14874319e-19) (9.68373143e-01 7.47124293e-02 1.05898173e-19)) ((1.32658085e-18 -3.32305293e-19 -1.37500185e-07) (-5.06365794e-19 1.09246816e-19 -4.87457335e-02))
105.75          	((8.39273289e+00 5.39294554e+00 3.47542528e-19) (9.73629324e-01 1.17858387e-01 1.23823059e-19)) ((1.33065787e-18 -3.45544231e-19 -2.02857731e-07) (-5.07004734e-19 1.14631811e-19 -5.15519519e-02))
105.8           	((8.53836210e+00 5.87785947e+00 3.67921863e-19) (9.79583944e-01 1.59923129e-01 1.46447778e-19)) ((1.33406991e-18 -3.47098708e-19 -2.56353051e-07) (-5.05113454e-19 1.12461471e-19 -5.36560991e-02))
105.85          	((8.68975482e+00 6.32528848e+00 3.77590044e-19) (9.86493913e-01 2.00917657e-01 1.76554230e-19)) ((1.33616861e-18 -3.39225378e-19 -2.97391898e-07) (-4.98132261e-19 9.93640729e-20 -5.50503990e-02))
105.9           	((8.84275970e+00 6.70794149e+00 3.76335629e-19) (9.94993085e-01 2.40646693e-01 2.13235916e-19)) ((1.33806496e-18 -3.20744351e-19 -3.23262493e-07) (-4.86205496e-19 7.99382185e-20 -5.57017417e-02))
105.95          	((8.98587145e+00 7.03348344e+00 3.68176770e-19) (1.00374258e+00 2.78861957e-01 2.30379800e-19)) ((1.33794703e-18 -2.95513271e-19 -3.35811231e-07) (-4.80168156e-19 7.52051647e-20 -5.53638056e-02))
106             	((9.11946669e+00 7.31328129e+00 3.57322878e-19) (1.01283907e+00 3.15015376e-01 2.56735846e-19)) ((1.33878489e-18 -2.68080101e-19 -3.34893918e-07) (-4.73737968e-19 6.50263358e-20 -5.45979790e-02))
106.05          	((9.24472378e+00 7.53209213e+00 3.39782457e-19) (1.02192904e+00 3.49614871e-01 2.70765999e-19)) ((1.34080515e-18 -2.34915828e-19 -3.20849347e-07) (-4.67802534e-19 5.93420653e-20 -5.26904058e-02))
106.1           	((9.35610434e+00 7.69874790e+00 3.17860303e-19) (1.03100355e+00 3.81624136e-01 2.86408162e-19)) ((1.34346796e-18 -1.98227254e-19 -2.97660364e-07) (-4.62969985e-19 4.90629249e-20 -5.05252936e-02))
106.15          	((9.44680469e+00 7.81155819e+00 2.94902100e-19) (1.03978040e+00 4.11216292e-01 2.94238707e-19)) ((1.34708047e-18 -1.61136586e-19 -2.65643486e-07) (-4.58925808e-19 4.41258975e-20 -4.76625974e-02))
106.2           	((9.52472147e+00 7.87107219e+00 2.72470077e-19) (1.04790003e+00 4.37802284e-01 3.02257796e-19)) ((1.35034867e-18 -1.24961509e-19 -2.29375577e-07) (-4.50999306e-19 3.54700106e-20 -4.43059498e-02))
106.25          	((9.58631681e+00 7.88194009e+00 2.53495069e-19) (1.05519501e+00 4.61144365e-01 3.08762440e-19)) ((1.35543776e-18 -9.30252232e-20 -1.92845259e-07) (-4.39633421e-19 2.47111928e-20 -4.06268349e-02))
106.3           	((9.62695281e+00 7.83660081e+00 2.34691466e-19) (1.06153660e+00 4.81041288e-01 3.07791747e-19)) ((1.35978954e-18 -6.18652934e-20 -1.51917237e-07) (-4.28755944e-19 1.80371570e-20 -3.63897342e-02))
106.35          	((9.64748099e+00 7.74852468e+00 2.20434672e-19) (1.06703502e+00 4.97480015e-01 3.01021005e-19)) ((1.36360442e-18 -3.62929849e-20 -1.14829625e-07) (-4.21342338e-19 1.27315397e-20 -3.17722490e-02))
106.4           	((9.64849257e+00 7.61897737e+00 2.11493750e-19) (1.07107355e+00 5.10374913e-01 2.92587065e-19)) ((1.36592480e-18 -1.68978939e-20 -8.28327552e-08) (-4.16677832e-19 7.40634977e-21 -2.69943506e-02))
106.45          	((9.63462747e+00 7.43605890e+00 2.07060783e-19) (1.07382556e+00 5.20200925e-01 2.85088926e-19)) ((1.36771104e-18 -2.27384502e-21 -5.50297334e-08) (-4.07386067e-19 5.21832890e-21 -2.22490340e-02))
106.5           	((9.59348437e+00 7.22603204e+00 2.07866529e-19) (1.07539139e+00 5.27012633e-01 2.75541134e-19)) ((1.36575308e-18 6.11648680e-21 -3.35704030e-08) (-3.92621908e-19 3.62099702e-21 -1.78134188e-02))
106.55          	((9.53622918e+00 6.97049788e+00 2.16723452e-19) (1.07545702e+00 5.30439788e-01 2.62489667e-19)) ((1.36141123e-18 6.53509177e-21 -2.12996199e-08) (-3.78272643e-19 2.98523936e-21 -1.34375353e-02))
106.6           	((9.46144817e+00 6.67971337e+00 2.30986477e-19) (1.07409564e+00 5.30153996e-01 2.46030025e-19)) ((1.35349204e-18 8.19138954e-22 -1.69982628e-08) (-3.62949608e-19 4.81672011e-21 -9.39628088e-03))
106.65          	((9.36686916e+00 6.36081085e+00 2.50184177e-19) (1.07132055e+00 5.26057725e-01 2.31793416e-19)) ((1.34199735e-18 -1.09157739e-20 -1.84917781e-08) (-3.52236030e-19 8.23023404e-21 -5.62721546e-03))
106.7           	((9.25764001e+00 6.00130813e+00 2.75953775e-19) (1.06711028e+00 5.17900644e-01 2.20957254e-19)) ((1.32848790e-18 -2.95221886e-20 -2.76295706e-08) (-3.46397433e-19 1.26624402e-20 -2.24815586e-03))
106.75          	((9.13127903e+00 5.60345732e+00 3.04661468e-19) (1.06157691e+00 5.06288246e-01 2.08812922e-19)) ((1.31238808e-18 -5.19974181e-20 -4.28027246e-08) (-3.46845707e-19 1.67265102e-20 9.50617579e-04))
106.8           	((8.99639573e+00 5.17318818e+00 3.37823355e-19) (1.05518231e+00 4.91270282e-01 1.99219698e-19)) ((1.29445658e-18 -7.93194983e-20 -6.45374440e-08) (-3.58295788e-19 1.46949226e-20 3.84059222e-03))
106.85          	((8.85124388e+00 4.71725899e+00 3.66919586e-19) (1.04753680e+00 4.73179139e-01 1.76591647e-19)) ((1.27428472e-18 -1.05960502e-19 -9.16340536e-08) (-3.61527565e-19 1.84749189e-20 5.89565617e-03))
106.9           	((8.69912884e+00 4.21779658e+00 3.92568941e-19) (1.03939412e+00 4.52390313e-01 1.37723099e-19)) ((1.25476787e-18 -1.30498781e-19 -1.26142430e-07) (-3.61999391e-19 2.79334962e-20 7.99075659e-03))
106.95          	((8.54301446e+00 3.68834803e+00 4.15693502e-19) (1.02999693e+00 4.28363333e-01 1.37656427e-19)) ((1.23565863e-18 -1.54241446e-19 -1.64977251e-07) (-3.92225816e-19 4.19293334e-21 9.41679033e-03))
107             	((8.39140320e+00 3.12644935e+00 4.25015119e-19) (1.02048472e+00 4.01904274e-01 1.27253557e-19)) ((1.22104200e-18 -1.67843914e-19 -2.04153953e-07) (-4.17203038e-19 -1.43862825e-20 1.13986536e-02))
107.05          	((8.24767083e+00 2.53147922e+00 4.24599369e-19) (1.01011132e+00 3.72356948e-01 1.15789715e-19)) ((1.21028013e-18 -1.73962565e-19 -2.43248607e-07) (-4.44854133e-19 -2.89044594e-20 1.29883016e-02))
107.1           	((8.11755955e+00 1.89796133e+00 4.07932235e-19) (1.00042174e+00 3.40598079e-01 7.05813508e-20)) ((1.20434000e-18 -1.66958221e-19 -2.74666738e-07) (-4.53117598e-19 -1.73873926e-20 1.55034854e-02))
107.15          	((8.00780627e+00 1.24173490e+00 3.76167962e-19) (9.90900187e-01 3.06007619e-01 1.95911025e-20)) ((1.20350126e-18 -1.47667557e-19 -2.98582826e-07) (-4.50215331e-19 2.64411350e-21 1.75771180e-02))
107.2           	((7.91032843e+00 5.68632221e-01 3.29178811e-19) (9.82292616e-01 2.69675076e-01 -2.14532013e-20)) ((1.20834594e-18 -1.15794547e-19 -3.07895446e-07) (-4.40430610e-19 1.34267730e-20 2.03659853e-02))
107.25          	((7.84940464e+00 -1.31098660e-01 2.65263246e-19) (9.74698142e-01 2.31334992e-01 -3.31697067e-20)) ((1.21791231e-18 -7.00013214e-20 -3.02254449e-07) (-4.40299270e-19 8.29457649e-22 2.29252999e-02))
107.3           	((7.81759585e+00 -8.37123172e-01 1.93649629e-19) (9.68751814e-01 1.91428527e-01 -1.46493040e-20)) ((1.22999150e-18 -1.82043423e-20 -2.75343116e-07) (-4.59207711e-19 -3.98893777e-20 2.62303553e-02))
107.35          	((7.82017401e+00 -1.53290109e+00 1.20003256e-19) (9.64266176e-01 1.50071217e-01 -9.62897787e-21)) ((1.24355803e-18 3.49159172e-20 -2.32878333e-07) (-4.75742896e-19 -6.71636584e-20 2.98052232e-02))
107.4           	((7.85008500e+00 -2.22721220e+00 4.44342638e-20) (9.61407529e-01 1.07370920e-01 -6.11285380e-21)) ((1.25666182e-18 8.92435341e-20 -1.74426166e-07) (-4.93418887e-19 -9.25815418e-20 3.34636606e-02))
107.45          	((7.91379739e+00 -2.89705495e+00 -2.69955883e-20) (9.60871911e-01 6.37929644e-02 -1.95941960e-20)) ((1.26826041e-18 1.39119868e-19 -1.04157967e-07) (-5.05223225e-19 -1.04437724e-19 3.74927669e-02))
107.5           	((7.99983153e+00 -3.55770347e+00 -9.23854046e-20) (9.61506552e-01 1.95050705e-02 -4.29459983e-20)) ((1.27790640e-18 1.83271560e-19 -2.59236631e-08) (-5.08499459e-19 -1.10810307e-19 4.10471024e-02))
107.55          	((8.10453756e+00 -4.18394679e+00 -1.44284214e-19) (9.63775743e-01 -2.46142400e-02 -6.85768060e-20)) ((1.28492839e-18 2.15022780e-19 5.19008576e-08) (-5.10948561e-19 -1.14582378e-19 4.47815681e-02))
107.6           	((8.23196172e+00 -4.77233960e+00 -1.87959907e-19) (9.67771390e-01 -6.82874038e-02 -1.01971458e-19)) ((1.28714106e-18 2.38387306e-19 1.26815927e-07) (-5.06995383e-19 -1.09391557e-19 4.84478847e-02))
107.65          	((8.37185855e+00 -5.31941150e+00 -2.20576877e-19) (9.72811464e-01 -1.11600138e-01 -1.22008583e-19)) ((1.28619016e-18 2.51259817e-19 1.93921335e-07) (-5.06504490e-19 -1.13312069e-19 5.13147851e-02))
107.7           	((8.51590274e+00 -5.81431091e+00 -2.40542024e-19) (9.78599205e-01 -1.53898148e-01 -1.42503729e-19)) ((1.28511567e-18 2.51923874e-19 2.49688781e-07) (-5.06281894e-19 -1.13573029e-19 5.34612181e-02))
107.75          	((8.66720120e+00 -6.26059688e+00 -2.46773766e-19) (9.85356225e-01 -1.95052945e-01 -1.72384989e-19)) ((1.28296264e-18 2.40451174e-19 2.91524303e-07) (-4.99230693e-19 -1.00967391e-19 5.49497627e-02))
107.8           	((8.82058966e+00 -6.65712078e+00 -2.44571671e-19) (9.93728956e-01 -2.34944463e-01 -2.09956447e-19)) ((1.28124430e-18 2.20783248e-19 3.19844458e-07) (-4.87945258e-19 -8.11089204e-20 5.57614828e-02))
107.85          	((8.96772416e+00 -6.98931984e+00 -2.33568251e-19) (1.00250091e+00 -2.73398744e-01 -2.28882495e-19)) ((1.27801633e-18 1.92926072e-19 3.34754680e-07) (-4.80777744e-19 -7.50631501e-20 5.55310289e-02))
107.9           	((9.10188444e+00 -7.27875998e+00 -2.20409295e-19) (1.01155748e+00 -3.09881963e-01 -2.53684522e-19)) ((1.27574385e-18 1.62830950e-19 3.35617631e-07) (-4.75325308e-19 -6.63080689e-20 5.48228278e-02))
107.95          	((9.22696686e+00 -7.50212881e+00 -2.00112132e-19) (1.02064364e+00 -3.44737435e-01 -2.69591986e-19)) ((1.27499728e-18 1.26626590e-19 3.23482101e-07) (-4.68056444e-19 -5.97571107e-20 5.30376180e-02))
108             	((9.34056057e+00 -7.68138799e+00 -1.76179837e-19) (1.02971398e+00 -3.77117187e-01 -2.84248132e-19)) ((1.27535402e-18 8.78388282e-20 3.01593283e-07) (-4.64144369e-19 -5.03499716e-20 5.09305696e-02))
108.05          	((9.43457306e+00 -7.80088140e+00 -1.50030720e-19) (1.03855660e+00 -4.07114891e-01 -2.93226143e-19)) ((1.27732170e-18 4.75852660e-20 2.70459964e-07) (-4.60076004e-19 -4.50162521e-20 4.81706379e-02))
108.1           	((9.51420078e+00 -7.86528331e+00 -1.24718207e-19) (1.04676479e+00 -4.34193296e-01 -3.01892153e-19)) ((1.27952596e-18 8.73557429e-21 2.34783149e-07) (-4.51873662e-19 -3.60684555e-20 4.48300459e-02))
108.15          	((9.57826896e+00 -7.88444135e+00 -1.02772774e-19) (1.05416327e+00 -4.58002977e-01 -3.07587441e-19)) ((1.28389737e-18 -2.61007357e-20 1.97880431e-07) (-4.41764763e-19 -2.64289748e-20 4.12314105e-02))
108.2           	((9.62233485e+00 -7.84815354e+00 -8.23673193e-20) (1.06064913e+00 -4.78428507e-01 -3.08588162e-19)) ((1.28793565e-18 -5.87518146e-20 1.57687285e-07) (-4.30510229e-19 -1.84859500e-20 3.70526223e-02))
108.25          	((9.64774051e+00 -7.76369149e+00 -6.60600153e-20) (1.06629676e+00 -4.95385396e-01 -3.01999051e-19)) ((1.29251253e-18 -8.64642542e-20 1.19818250e-07) (-4.22321571e-19 -1.33632147e-20 3.24464567e-02))
108.3           	((9.65021241e+00 -7.64070465e+00 -5.48681184e-20) (1.07058355e+00 -5.08779397e-01 -2.93877502e-19)) ((1.29569333e-18 -1.07867565e-19 8.66023925e-08) (-4.17496155e-19 -7.90807042e-21 2.76906738e-02))
108.35          	((9.63684656e+00 -7.46595187e+00 -4.96251296e-20) (1.07350117e+00 -5.19013915e-01 -2.86595082e-19)) ((1.29873971e-18 -1.23204067e-19 5.87005406e-08) (-4.09423302e-19 -4.92153531e-21 2.29093665e-02))
108.4           	((9.60080029e+00 -7.25763440e+00 -4.92699283e-20) (1.07526871e+00 -5.26253381e-01 -2.76055692e-19)) ((1.29912897e-18 -1.32786381e-19 3.58959162e-08) (-3.95164580e-19 -4.34296992e-21 1.84528930e-02))
108.45          	((9.54592257e+00 -7.00957845e+00 -5.72745599e-20) (1.07556361e+00 -5.30234980e-01 -2.63794519e-19)) ((1.29710033e-18 -1.33898923e-19 2.22859349e-08) (-3.80884375e-19 -3.28661579e-21 1.40313032e-02))
108.5           	((9.47506490e+00 -6.72502564e+00 -7.10372362e-20) (1.07441862e+00 -5.30475248e-01 -2.47177712e-19)) ((1.29238337e-18 -1.28590195e-19 1.74988949e-08) (-3.64553826e-19 -4.91940668e-21 9.96180070e-03))
108.55          	((9.38280830e+00 -6.41370999e+00 -9.03132062e-20) (1.07187592e+00 -5.26974885e-01 -2.33940306e-19)) ((1.28428807e-18 -1.16732546e-19 1.76019697e-08) (-3.54102909e-19 -7.13007618e-21 6.14046343e-03))
108.6           	((9.27448587e+00 -6.05549159e+00 -1.16081055e-19) (1.06786260e+00 -5.19385738e-01 -2.20597083e-19)) ((1.27398561e-18 -9.82194274e-20 2.54792098e-08) (-3.46101084e-19 -1.30635832e-20 2.75231759e-03))
108.65          	((9.15010716e+00 -5.66737939e+00 -1.45801106e-19) (1.06247402e+00 -5.08248396e-01 -2.10307645e-19)) ((1.26157985e-18 -7.45780653e-20 3.99721677e-08) (-3.46661653e-19 -1.66455997e-20 -4.81300554e-04))
108.7           	((9.01738943e+00 -5.23999760e+00 -1.80320809e-19) (1.05621454e+00 -4.93786688e-01 -2.00135936e-19)) ((1.24811813e-18 -4.59997751e-20 6.08609518e-08) (-3.56966600e-19 -1.50422935e-20 -3.46393790e-03))
108.75          	((8.87310864e+00 -4.78675995e+00 -2.11626277e-19) (1.04875357e+00 -4.76102625e-01 -1.79902200e-19)) ((1.23236127e-18 -1.73114901e-20 8.71867451e-08) (-3.61012839e-19 -1.80490944e-20 -5.59775318e-03))
108.8           	((8.72174101e+00 -4.29280955e+00 -2.40337385e-19) (1.04063385e+00 -4.55614586e-01 -1.40183211e-19)) ((1.21722511e-18 1.01486954e-20 1.20729903e-07) (-3.60277163e-19 -2.93122870e-20 -7.60658483e-03))
108.85          	((8.56580089e+00 -3.76967604e+00 -2.66110109e-19) (1.03138327e+00 -4.32027082e-01 -1.36480529e-19)) ((1.20297341e-18 3.65751963e-20 1.58870242e-07) (-3.86915133e-19 -8.90706676e-21 -9.08954392e-03))
108.9           	((8.41424355e+00 -3.20954543e+00 -2.81586405e-19) (1.02199638e+00 -4.05851248e-01 -1.25980352e-19)) ((1.19210226e-18 5.53975948e-20 1.98586980e-07) (-4.12675929e-19 9.82893136e-21 -1.09894184e-02))
108.95          	((8.26823446e+00 -2.61982678e+00 -2.84613048e-19) (1.01154301e+00 -3.76712616e-01 -1.19916687e-19)) ((1.18625216e-18 6.51405259e-20 2.36983305e-07) (-4.42411911e-19 2.84420705e-20 -1.25558122e-02))
109             	((8.13563072e+00 -1.99359707e+00 -2.74245200e-19) (1.00194865e+00 -3.45303142e-01 -7.62134719e-20)) ((1.18482225e-18 6.39356694e-20 2.70854371e-07) (-4.52600603e-19 1.81295491e-20 -1.50830533e-02))
109.05          	((8.02143755e+00 -1.33822875e+00 -2.48069391e-19) (9.92087771e-01 -3.11118710e-01 -2.46796321e-20)) ((1.18876295e-18 4.99839449e-20 2.96325021e-07) (-4.50011871e-19 -1.96399169e-21 -1.70801700e-02))
109.1           	((7.92326258e+00 -6.67660370e-01 -2.05784308e-19) (9.83525593e-01 -2.75147250e-01 1.61340513e-20)) ((1.19924220e-18 2.25669678e-20 3.07770030e-07) (-4.42931041e-19 -1.29153253e-20 -2.00688019e-02))
109.15          	((7.85641881e+00 2.81682081e-02 -1.46704717e-19) (9.75600527e-01 -2.36895834e-01 3.62686208e-20)) ((1.21415291e-18 -1.86926710e-20 3.04547269e-07) (-4.37427850e-19 -6.70051811e-21 -2.23343743e-02))
109.2           	((7.81951379e+00 7.34608399e-01 -7.93066236e-20) (9.69566551e-01 -1.97364673e-01 1.78151749e-20)) ((1.23176998e-18 -6.68157303e-20 2.80068145e-07) (-4.55879375e-19 3.36622546e-20 -2.57404221e-02))
109.25          	((7.81645242e+00 1.42788818e+00 -8.31448455e-21) (9.64679799e-01 -1.56247072e-01 7.48447118e-21)) ((1.25125226e-18 -1.17471935e-19 2.40299355e-07) (-4.74263559e-19 6.58807141e-20 -2.92449782e-02))
109.3           	((7.84494266e+00 2.12847293e+00 6.60098469e-20) (9.61576875e-01 -1.13831396e-01 7.38304919e-21)) ((1.27053513e-18 -1.71150377e-19 1.83808439e-07) (-4.90147537e-19 8.82648196e-20 -3.30142416e-02))
109.35          	((7.90366583e+00 2.79801534e+00 1.36595173e-19) (9.60699834e-01 -7.03312329e-02 1.67253229e-20)) ((1.28826179e-18 -2.20661384e-19 1.15077494e-07) (-5.04398103e-19 1.03397296e-19 -3.69771501e-02))
109.4           	((7.98302051e+00 3.46402653e+00 2.02585981e-19) (9.61272629e-01 -2.61225083e-02 3.85393139e-20)) ((1.30362624e-18 -2.65569798e-19 3.79215417e-08) (-5.08410678e-19 1.10818926e-19 -4.06322909e-02))
109.45          	((8.08845420e+00 4.09786206e+00 2.57287108e-19) (9.63282641e-01 1.81725781e-02 6.33046524e-20)) ((1.31724716e-18 -3.00494746e-19 -4.02103634e-08) (-5.10968225e-19 1.15635374e-19 -4.42671682e-02))
109.5           	((8.21292263e+00 4.68849239e+00 3.03786515e-19) (9.66996076e-01 6.19064586e-02 9.74889603e-20)) ((1.32541474e-18 -3.26896731e-19 -1.16362555e-07) (-5.07252213e-19 1.10052185e-19 -4.79542153e-02))
109.55          	((8.35218890e+00 5.24109161e+00 3.39957971e-19) (9.71860685e-01 1.05340318e-01 1.19452609e-19)) ((1.32985672e-18 -3.43561906e-19 -1.85111342e-07) (-5.05801210e-19 1.12734271e-19 -5.09097123e-02))
109.6           	((8.49297111e+00 5.74338676e+00 3.63579842e-19) (9.77622512e-01 1.47857971e-01 1.37804667e-19)) ((1.33295231e-18 -3.47999412e-19 -2.42328151e-07) (-5.06861101e-19 1.15348460e-19 -5.30772784e-02))
109.65          	((8.64461958e+00 6.19773564e+00 3.74469636e-19) (9.84218769e-01 1.89142212e-01 1.66418014e-19)) ((1.33553480e-18 -3.41292085e-19 -2.85953047e-07) (-5.00107408e-19 1.04478832e-19 -5.46899038e-02))
109.7           	((8.79833282e+00 6.60403586e+00 3.77566156e-19) (9.92379477e-01 2.29186857e-01 2.04190731e-19)) ((1.33761722e-18 -3.26880133e-19 -3.16524664e-07) (-4.89511344e-19 8.46397997e-20 -5.56860718e-02))
109.75          	((8.94846111e+00 6.94542362e+00 3.71207986e-19) (1.00115653e+00 2.67927908e-01 2.26199565e-19)) ((1.33814301e-18 -3.03572410e-19 -3.33990756e-07) (-4.81430202e-19 7.61042485e-20 -5.55409378e-02))
109.8           	((9.08180190e+00 7.24099640e+00 3.61738525e-19) (1.01015459e+00 3.04772661e-01 2.48816760e-19)) ((1.33856361e-18 -2.77137438e-19 -3.36568136e-07) (-4.76246375e-19 6.85174189e-20 -5.48592884e-02))
109.85          	((9.20932916e+00 7.47242235e+00 3.45084807e-19) (1.01926340e+00 3.39885010e-01 2.67564500e-19)) ((1.34023534e-18 -2.44708209e-19 -3.26495944e-07) (-4.68470965e-19 6.09388338e-20 -5.32407725e-02))
109.9           	((9.32149600e+00 7.65998746e+00 3.24719139e-19) (1.02831347e+00 3.72630043e-01 2.81221368e-19)) ((1.34217890e-18 -2.09386665e-19 -3.05031136e-07) (-4.65054843e-19 5.25556838e-20 -5.11923787e-02))
109.95          	((9.42232242e+00 7.78600033e+00 3.01696670e-19) (1.03720111e+00 4.03007120e-01 2.91721780e-19)) ((1.34603215e-18 -1.71927655e-19 -2.75800866e-07) (-4.61159703e-19 4.63052111e-20 -4.85266035e-02))
110             	((9.50632115e+00 7.85660120e+00 2.78862104e-19) (1.04556574e+00 4.30520946e-01 3.00739537e-19)) ((1.34978531e-18 -1.35322003e-19 -2.40513304e-07) (-4.52884808e-19 3.75842753e-20 -4.52543349e-02))
110.05          	((9.56968493e+00 7.88553082e+00 2.58578715e-19) (1.05310273e+00 4.54764889e-01 3.06460007e-19)) ((1.35415362e-18 -1.01779256e-19 -2.03529879e-07) (-4.43380269e-19 2.85441118e-20 -4.17596426e-02))
110.1           	((9.61658938e+00 7.85818468e+00 2.39565041e-19) (1.05972167e+00 4.75735762e-01 3.08895779e-19)) ((1.35815563e-18 -7.03570342e-20 -1.63762149e-07) (-4.31771403e-19 1.98345879e-20 -3.76333773e-02))
110.15          	((9.64558064e+00 7.77559553e+00 2.24047167e-19) (1.06549653e+00 4.93161622e-01 3.02939104e-19)) ((1.36272375e-18 -4.29873714e-20 -1.25282484e-07) (-4.22864919e-19 1.45528299e-20 -3.30850299e-02))
110.2           	((9.65094589e+00 7.66273627e+00 2.12908180e-19) (1.07002495e+00 5.07062186e-01 2.95414010e-19)) ((1.36560723e-18 -2.14216169e-20 -9.09785520e-08) (-4.17873133e-19 8.85164208e-21 -2.83705946e-02))
110.25          	((9.63900243e+00 7.49412166e+00 2.07707514e-19) (1.07312275e+00 5.17736155e-01 2.88609371e-19)) ((1.36730572e-18 -5.84487293e-21 -6.28739448e-08) (-4.10462780e-19 4.65356209e-21 -2.35732696e-02))
