# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous)	moments(pressure viscous)
60.7            	((7.63118994e-01 -3.92718163e-06 2.23103844e-21) (1.87882379e-01 -6.86909852e-07 2.87051400e-24)) ((1.52540627e-19 -5.03732645e-21 3.32885520e-13) (-7.54215776e-20 2.51033522e-23 -1.28587304e-07))
60.75           	((7.63092267e-01 -3.88082597e-06 2.23049050e-21) (1.87878014e-01 -6.85849700e-07 2.87542533e-24)) ((1.52535464e-19 -5.03717936e-21 3.32693942e-13) (-7.54192903e-20 2.50971879e-23 -1.31236984e-07))
60.8            	((7.63065449e-01 -3.80047769e-06 2.22993570e-21) (1.87873651e-01 -6.84410380e-07 2.87984910e-24)) ((1.52530309e-19 -5.03703247e-21 3.32469891e-13) (-7.54170060e-20 2.50914222e-23 -1.33862163e-07))
60.85           	((7.63038675e-01 -3.71040488e-06 2.22937998e-21) (1.87869288e-01 -6.82429573e-07 2.88397353e-24)) ((1.52525169e-19 -5.03688666e-21 3.31985362e-13) (-7.54147249e-20 2.50858228e-23 -1.36465714e-07))
60.9            	((7.63011663e-01 -3.61025087e-06 2.22881529e-21) (1.87864926e-01 -6.79817284e-07 2.88777937e-24)) ((1.52520038e-19 -5.03674012e-21 3.31309036e-13) (-7.54124467e-20 2.50803540e-23 -1.39047540e-07))
60.95           	((7.62985597e-01 -3.47502600e-06 2.22824018e-21) (1.87860571e-01 -6.76328265e-07 2.89094306e-24)) ((1.52515006e-19 -5.03659950e-21 3.30380959e-13) (-7.54101757e-20 2.50752681e-23 -1.41600819e-07))
61              	((7.62960381e-01 -3.64897577e-06 2.22770975e-21) (1.87856233e-01 -6.74370929e-07 2.89724005e-24)) ((1.52509944e-19 -5.03646032e-21 3.29949284e-13) (-7.54079050e-20 2.50671774e-23 -1.44158247e-07))
61.05           	((7.62932202e-01 -3.88522872e-06 2.22713239e-21) (1.87851890e-01 -6.75065915e-07 2.90507583e-24)) ((1.52504745e-19 -5.03630499e-21 3.29640991e-13) (-7.54056319e-20 2.50585898e-23 -1.46697485e-07))
61.1            	((7.62905350e-01 -4.24811415e-06 2.22653279e-21) (1.87847545e-01 -6.79625283e-07 2.90694048e-24)) ((1.52499645e-19 -5.03612379e-21 3.31748301e-13) (-7.54033720e-20 2.50549374e-23 -1.49190020e-07))
61.15           	((7.62877456e-01 -3.01862658e-06 2.22600506e-21) (1.87843192e-01 -6.75438411e-07 2.91111101e-24)) ((1.52494445e-19 -5.03601292e-21 3.27466461e-13) (-7.54011493e-20 2.50535105e-23 -1.51548960e-07))
61.2            	((7.62850376e-01 -2.98590930e-06 2.22545944e-21) (1.87838836e-01 -6.68607722e-07 2.91624696e-24)) ((1.52489374e-19 -5.03587355e-21 3.26225917e-13) (-7.53988673e-20 2.50454461e-23 -1.54006629e-07))
61.25           	((7.62823466e-01 -3.05396355e-06 2.22490311e-21) (1.87834481e-01 -6.62257592e-07 2.91887049e-24)) ((1.52484325e-19 -5.03572302e-21 3.24790921e-13) (-7.53965888e-20 2.50392595e-23 -1.56456460e-07))
61.3            	((7.62796535e-01 -3.07373624e-06 2.22434778e-21) (1.87830130e-01 -6.56899765e-07 2.92167840e-24)) ((1.52479280e-19 -5.03557444e-21 3.23235037e-13) (-7.53943222e-20 2.50335935e-23 -1.58857285e-07))
61.35           	((7.62769611e-01 -3.05384214e-06 2.22379187e-21) (1.87825781e-01 -6.52255385e-07 2.92481820e-24)) ((1.52474244e-19 -5.03542790e-21 3.21639091e-13) (-7.53920645e-20 2.50281100e-23 -1.61208572e-07))
61.4            	((7.62742792e-01 -3.00417631e-06 2.22323586e-21) (1.87821436e-01 -6.47922432e-07 2.92790285e-24)) ((1.52469220e-19 -5.03528259e-21 3.19969637e-13) (-7.53898136e-20 2.50229151e-23 -1.63517732e-07))
61.45           	((7.62716009e-01 -2.93944116e-06 2.22267826e-21) (1.87817096e-01 -6.43615347e-07 2.93082091e-24)) ((1.52464208e-19 -5.03513775e-21 3.18208133e-13) (-7.53875689e-20 2.50179561e-23 -1.65791704e-07))
61.5            	((7.62689335e-01 -2.86597274e-06 2.22211941e-21) (1.87812760e-01 -6.39170624e-07 2.93346176e-24)) ((1.52459207e-19 -5.03499406e-21 3.16074911e-13) (-7.53853306e-20 2.50133007e-23 -1.68034385e-07))
61.55           	((7.62662645e-01 -2.79576362e-06 2.22155602e-21) (1.87808429e-01 -6.34555938e-07 2.93616002e-24)) ((1.52454220e-19 -5.03484992e-21 3.14013897e-13) (-7.53830990e-20 2.50085824e-23 -1.70246306e-07))
61.6            	((7.62637840e-01 -2.71515828e-06 2.22104676e-21) (1.87804119e-01 -6.29702376e-07 2.93865726e-24)) ((1.52449242e-19 -5.03471411e-21 3.11939548e-13) (-7.53808712e-20 2.50041133e-23 -1.72424773e-07))
61.65           	((7.62611814e-01 -2.63463743e-06 2.22049893e-21) (1.87799821e-01 -6.24590675e-07 2.94118593e-24)) ((1.52444279e-19 -5.03457289e-21 3.09886285e-13) (-7.53786499e-20 2.49995573e-23 -1.74569071e-07))
61.7            	((7.62585982e-01 -2.54221986e-06 2.21995580e-21) (1.87795534e-01 -6.19140314e-07 2.94349466e-24)) ((1.52439324e-19 -5.03443273e-21 3.07690017e-13) (-7.53764347e-20 2.49951936e-23 -1.76677500e-07))
61.75           	((7.62560374e-01 -2.47662283e-06 2.21942086e-21) (1.87791258e-01 -6.13555960e-07 2.94594870e-24)) ((1.52434380e-19 -5.03429372e-21 3.05340226e-13) (-7.53742255e-20 2.49906377e-23 -1.78753378e-07))
61.8            	((7.62535007e-01 -2.38917699e-06 2.21889241e-21) (1.87786995e-01 -6.07745920e-07 2.94812652e-24)) ((1.52429447e-19 -5.03415595e-21 3.02789965e-13) (-7.53720224e-20 2.49863612e-23 -1.80789153e-07))
61.85           	((7.62509669e-01 -2.30417349e-06 2.21836286e-21) (1.87782744e-01 -6.01702452e-07 2.95022986e-24)) ((1.52424524e-19 -5.03401835e-21 3.00097675e-13) (-7.53698254e-20 2.49820712e-23 -1.82786209e-07))
61.9            	((7.62484371e-01 -2.20428404e-06 2.21783419e-21) (1.87778506e-01 -5.95321053e-07 2.95200305e-24)) ((1.52419611e-19 -5.03388127e-21 2.97224159e-13) (-7.53676341e-20 2.49780369e-23 -1.84743447e-07))
61.95           	((7.62459226e-01 -2.10261540e-06 2.21731284e-21) (1.87774280e-01 -5.88574214e-07 2.95354602e-24)) ((1.52414707e-19 -5.03374518e-21 2.94063818e-13) (-7.53654486e-20 2.49741231e-23 -1.86661795e-07))
62              	((7.62434254e-01 -1.98128452e-06 2.21679994e-21) (1.87770066e-01 -5.81322920e-07 2.95429902e-24)) ((1.52409817e-19 -5.03361157e-21 2.89743490e-13) (-7.53632690e-20 2.49708876e-23 -1.88542260e-07))
62.05           	((7.62410393e-01 -1.79437733e-06 2.21631067e-21) (1.87765875e-01 -5.73046447e-07 2.95225300e-24)) ((1.52404976e-19 -5.03349022e-21 2.80808580e-13) (-7.53610971e-20 2.49702796e-23 -1.90393565e-07))
62.1            	((7.62383707e-01 -1.67017204e-06 2.21578095e-21) (1.87761682e-01 -5.64152326e-07 2.95618423e-24)) ((1.52400041e-19 -5.03333339e-21 2.86275398e-13) (-7.53589255e-20 2.49633158e-23 -1.92168570e-07))
62.15           	((7.62360264e-01 -1.38362823e-06 2.21534703e-21) (1.87757509e-01 -5.53512091e-07 2.95441683e-24)) ((1.52395168e-19 -5.03320807e-21 2.81102778e-13) (-7.53567596e-20 2.49615983e-23 -1.93892708e-07))
62.2            	((7.62337243e-01 -2.98865652e-06 2.21481992e-21) (1.87753365e-01 -5.55792022e-07 2.97357987e-24)) ((1.52390343e-19 -5.03307327e-21 2.80005131e-13) (-7.53546017e-20 2.49407058e-23 -1.95748254e-07))
62.25           	((7.62316718e-01 -1.81969853e-06 2.21427216e-21) (1.87749271e-01 -5.52826799e-07 2.96760822e-24)) ((1.52385583e-19 -5.03296139e-21 2.75048810e-13) (-7.53524508e-20 2.49483172e-23 -1.97295782e-07))
62.3            	((7.62282077e-01 -7.55340823e-07 2.21363635e-21) (1.87745107e-01 -5.39825594e-07 2.95945401e-24)) ((1.52380653e-19 -5.03278563e-21 2.71165848e-13) (-7.53503020e-20 2.49528243e-23 -1.98790455e-07))
62.35           	((7.62258355e-01 -1.64881929e-06 2.21298264e-21) (1.87740943e-01 -5.31795677e-07 2.96771328e-24)) ((1.52375873e-19 -5.03265617e-21 2.67867759e-13) (-7.53481677e-20 2.49398318e-23 -2.00460596e-07))
62.4            	((7.62227469e-01 -1.08411330e-06 2.21244169e-21) (1.87736734e-01 -5.21604605e-07 2.96423580e-24)) ((1.52370979e-19 -5.03249612e-21 2.62998011e-13) (-7.53460326e-20 2.49409855e-23 -2.01970281e-07))
62.45           	((7.62212227e-01 -1.45041953e-06 2.21206660e-21) (1.87732608e-01 -5.14346939e-07 2.96875083e-24)) ((1.52366268e-19 -5.03240453e-21 2.59394665e-13) (-7.53439044e-20 2.49338302e-23 -2.03509142e-07))
62.5            	((7.62185682e-01 -5.88126195e-07 2.21154207e-21) (1.87728496e-01 -5.01713879e-07 2.96322232e-24)) ((1.52361471e-19 -5.03226123e-21 2.55223739e-13) (-7.53417738e-20 2.49362911e-23 -2.04876870e-07))
62.55           	((7.62150476e-01 -6.99794812e-07 2.21087391e-21) (1.87724305e-01 -4.89270188e-07 2.96396171e-24)) ((1.52356596e-19 -5.03208255e-21 2.50409882e-13) (-7.53396483e-20 2.49304925e-23 -2.06268279e-07))
62.6            	((7.62127120e-01 -8.05249343e-07 2.21040949e-21) (1.87720115e-01 -4.78708929e-07 2.96506349e-24)) ((1.52351806e-19 -5.03195581e-21 2.46115953e-13) (-7.53375281e-20 2.49260422e-23 -2.07631006e-07))
62.65           	((7.62101750e-01 -6.31858442e-07 2.20989430e-21) (1.87715935e-01 -4.68132411e-07 2.96484206e-24)) ((1.52347037e-19 -5.03181914e-21 2.41225280e-13) (-7.53354110e-20 2.49231832e-23 -2.08901776e-07))
62.7            	((7.62082188e-01 -5.85209864e-07 2.20946475e-21) (1.87711812e-01 -4.57922591e-07 2.96518825e-24)) ((1.52342328e-19 -5.03170910e-21 2.36648537e-13) (-7.53332964e-20 2.49198184e-23 -2.10125719e-07))
62.75           	((7.62057362e-01 -4.04398539e-07 2.20896281e-21) (1.87707712e-01 -4.47114199e-07 2.96460821e-24)) ((1.52337591e-19 -5.03157510e-21 2.31788438e-13) (-7.53311834e-20 2.49172867e-23 -2.11278093e-07))
62.8            	((7.62032437e-01 -2.57118127e-07 2.20845773e-21) (1.87703621e-01 -4.35701118e-07 2.96386438e-24)) ((1.52332862e-19 -5.03144146e-21 2.26940157e-13) (-7.53290756e-20 2.49146555e-23 -2.12377745e-07))
62.85           	((7.62007399e-01 -3.26610558e-08 2.20796300e-21) (1.87699533e-01 -4.23115230e-07 2.96209029e-24)) ((1.52328144e-19 -5.03130784e-21 2.21752250e-13) (-7.53269741e-20 2.49127835e-23 -2.13417037e-07))
62.9            	((7.61980266e-01 -1.31689492e-07 2.20743693e-21) (1.87695430e-01 -4.11810196e-07 2.96354036e-24)) ((1.52323419e-19 -5.03116338e-21 2.17019545e-13) (-7.53248791e-20 2.49076387e-23 -2.14428906e-07))
62.95           	((7.61959219e-01 -5.89308306e-07 2.20697353e-21) (1.87691360e-01 -4.05245333e-07 2.96969793e-24)) ((1.52318754e-19 -5.03104344e-21 2.13230746e-13) (-7.53227906e-20 2.48992935e-23 -2.15422550e-07))
63              	((7.61936968e-01 -1.04698354e-07 2.20652287e-21) (1.87687323e-01 -3.96783313e-07 2.96735043e-24)) ((1.52314078e-19 -5.03092194e-21 2.07810657e-13) (-7.53207028e-20 2.49004489e-23 -2.16253337e-07))
63.05           	((7.61912995e-01 -4.37821726e-07 2.20600195e-21) (1.87683301e-01 -3.90714597e-07 2.97257326e-24)) ((1.52309421e-19 -5.03078998e-21 2.04099650e-13) (-7.53186211e-20 2.48932170e-23 -2.17108546e-07))
63.1            	((7.61887969e-01 1.61295335e-07 2.20547180e-21) (1.87679281e-01 -3.81084145e-07 2.96876445e-24)) ((1.52304768e-19 -5.03065723e-21 1.98636138e-13) (-7.53165450e-20 2.48954649e-23 -2.17823712e-07))
63.15           	((7.61861726e-01 6.24445401e-08 2.20489552e-21) (1.87675247e-01 -3.71640726e-07 2.97054490e-24)) ((1.52300117e-19 -5.03051767e-21 1.93908908e-13) (-7.53144756e-20 2.48907120e-23 -2.18554156e-07))
63.2            	((7.61841337e-01 1.47419828e-06 2.20452427e-21) (1.87671246e-01 -3.51759235e-07 2.95586872e-24)) ((1.52295498e-19 -5.03041121e-21 1.86798656e-13) (-7.53124086e-20 2.49014183e-23 -2.19116113e-07))
63.25           	((7.61815748e-01 6.51701712e-07 2.20420197e-21) (1.87667245e-01 -3.36471855e-07 2.96203205e-24)) ((1.52290833e-19 -5.03027105e-21 1.82181310e-13) (-7.53103433e-20 2.48886176e-23 -2.19816700e-07))
63.3            	((7.61794675e-01 1.32534904e-06 2.20400086e-21) (1.87663274e-01 -3.18540094e-07 2.95462979e-24)) ((1.52286197e-19 -5.03015705e-21 1.75271202e-13) (-7.53082784e-20 2.48916962e-23 -2.20325088e-07))
63.35           	((7.61770523e-01 4.34929234e-07 2.20365244e-21) (1.87659314e-01 -3.07972168e-07 2.96370349e-24)) ((1.52281604e-19 -5.03002080e-21 1.71148957e-13) (-7.53062212e-20 2.48777161e-23 -2.20868558e-07))
63.4            	((7.61741700e-01 1.52684007e-06 2.20234414e-21) (1.87655317e-01 -2.91975173e-07 2.95196182e-24)) ((1.52277030e-19 -5.02988033e-21 1.62264950e-13) (-7.53041755e-20 2.48867849e-23 -2.21158217e-07))
63.45           	((7.61715671e-01 5.64397404e-07 2.20180376e-21) (1.87651299e-01 -2.82727186e-07 2.96151452e-24)) ((1.52272429e-19 -5.02973638e-21 1.59035003e-13) (-7.53021344e-20 2.48731826e-23 -2.21557648e-07))
63.5            	((7.61690535e-01 2.53606646e-06 2.20142255e-21) (1.87647273e-01 -2.60641126e-07 2.94112931e-24)) ((1.52267835e-19 -5.02961252e-21 1.49537717e-13) (-7.53000948e-20 2.48902090e-23 -2.21654810e-07))
63.55           	((7.61667352e-01 9.52010368e-07 2.20103662e-21) (1.87643262e-01 -2.48388279e-07 2.95466169e-24)) ((1.52263245e-19 -5.02947976e-21 1.45936919e-13) (-7.52980560e-20 2.48700493e-23 -2.21993616e-07))
63.6            	((7.61647385e-01 5.88687427e-07 2.20060402e-21) (1.87639298e-01 -2.42999277e-07 2.96078727e-24)) ((1.52258720e-19 -5.02936413e-21 1.40857595e-13) (-7.52960187e-20 2.48630176e-23 -2.22159002e-07))
63.65           	((7.61621772e-01 1.53683219e-06 2.20005661e-21) (1.87635337e-01 -2.32372839e-07 2.95349652e-24)) ((1.52254199e-19 -5.02923200e-21 1.34053088e-13) (-7.52939854e-20 2.48694493e-23 -2.22107912e-07))
63.7            	((7.61603162e-01 1.24028627e-06 2.19968500e-21) (1.87631425e-01 -2.22875980e-07 2.95643877e-24)) ((1.52249696e-19 -5.02912681e-21 1.29152006e-13) (-7.52919535e-20 2.48637272e-23 -2.22122199e-07))
63.75           	((7.61585664e-01 1.76171665e-06 2.19975149e-21) (1.87627581e-01 -2.10116018e-07 2.95134465e-24)) ((1.52245199e-19 -5.02903027e-21 1.22481127e-13) (-7.52899205e-20 2.48668340e-23 -2.22045863e-07))
63.8            	((7.61559405e-01 2.02540609e-06 2.19874146e-21) (1.87623729e-01 -1.94987791e-07 2.94892308e-24)) ((1.52240689e-19 -5.02889101e-21 1.16155349e-13) (-7.52878961e-20 2.48652185e-23 -2.21912536e-07))
63.85           	((7.61529599e-01 1.03163690e-06 2.19749542e-21) (1.87619820e-01 -1.87940050e-07 2.95909822e-24)) ((1.52236172e-19 -5.02873212e-21 1.11898771e-13) (-7.52858842e-20 2.48520988e-23 -2.21825730e-07))
63.9            	((7.61506833e-01 1.45539705e-06 2.19705973e-21) (1.87615906e-01 -1.80379997e-07 2.95722202e-24)) ((1.52231688e-19 -5.02860948e-21 1.05723698e-13) (-7.52838778e-20 2.48537790e-23 -2.21554031e-07))
63.95           	((7.61484350e-01 2.05867171e-06 2.19663916e-21) (1.87612005e-01 -1.68110019e-07 2.95192764e-24)) ((1.52227217e-19 -5.02849046e-21 9.93627923e-14) (-7.52818738e-20 2.48568490e-23 -2.21201725e-07))
64              	((7.61462480e-01 1.08505633e-06 2.19623565e-21) (1.87608127e-01 -1.62715151e-07 2.96235645e-24)) ((1.52222749e-19 -5.02836578e-21 9.56253848e-14) (-7.52798706e-20 2.48440307e-23 -2.20945364e-07))
64.05           	((7.61440325e-01 1.78789278e-06 2.19581448e-21) (1.87604269e-01 -1.54186333e-07 2.95756660e-24)) ((1.52218300e-19 -5.02824733e-21 8.87248174e-14) (-7.52778686e-20 2.48485884e-23 -2.20487296e-07))
64.1            	((7.61418613e-01 2.97121178e-06 2.19538550e-21) (1.87600434e-01 -1.35577698e-07 2.94443123e-24)) ((1.52213885e-19 -5.02813813e-21 7.91778210e-14) (-7.52758698e-20 2.48577349e-23 -2.19948213e-07))
64.15           	((7.61397130e-01 2.96954356e-06 2.19494170e-21) (1.87596622e-01 -1.15087130e-07 2.94071288e-24)) ((1.52209482e-19 -5.02802387e-21 7.26120553e-14) (-7.52738748e-20 2.48545439e-23 -2.19480149e-07))
64.2            	((7.61375618e-01 2.92681328e-06 2.19447134e-21) (1.87592830e-01 -9.58801202e-08 2.93822542e-24)) ((1.52205081e-19 -5.02790758e-21 6.56680114e-14) (-7.52718835e-20 2.48510784e-23 -2.18956571e-07))
64.25           	((7.61353793e-01 2.97700176e-06 2.19394100e-21) (1.87589056e-01 -7.80160288e-08 2.93539577e-24)) ((1.52200682e-19 -5.02779056e-21 5.84556275e-14) (-7.52698964e-20 2.48488980e-23 -2.18336262e-07))
64.3            	((7.61329551e-01 3.08949944e-06 2.19302175e-21) (1.87585275e-01 -6.08562663e-08 2.93226372e-24)) ((1.52196278e-19 -5.02766316e-21 5.10950332e-14) (-7.52679151e-20 2.48474491e-23 -2.17619986e-07))
64.35           	((7.61313714e-01 3.16513972e-06 2.19340217e-21) (1.87581554e-01 -4.43207817e-08 2.92947725e-24)) ((1.52191904e-19 -5.02757229e-21 4.37763974e-14) (-7.52659329e-20 2.48459120e-23 -2.16843450e-07))
64.4            	((7.61295241e-01 3.35299029e-06 2.19333974e-21) (1.87577884e-01 -2.75105545e-08 2.92591343e-24)) ((1.52187541e-19 -5.02747014e-21 3.61456741e-14) (-7.52639523e-20 2.48451298e-23 -2.15979753e-07))
64.45           	((7.61274662e-01 3.46066145e-06 2.19293695e-21) (1.87574240e-01 -1.07688397e-08 2.92285929e-24)) ((1.52183185e-19 -5.02735892e-21 2.85577226e-14) (-7.52619766e-20 2.48437603e-23 -2.15049946e-07))
64.5            	((7.61253893e-01 3.57885893e-06 2.19248752e-21) (1.87570611e-01 5.90581951e-09 2.91980286e-24)) ((1.52178842e-19 -5.02724693e-21 2.08151638e-14) (-7.52600072e-20 2.48424979e-23 -2.14049332e-07))
64.55           	((7.61232437e-01 3.71035550e-06 2.19192882e-21) (1.87566990e-01 2.26372418e-08 2.91670844e-24)) ((1.52174508e-19 -5.02713189e-21 1.32083472e-14) (-7.52580448e-20 2.48413158e-23 -2.12974471e-07))
64.6            	((7.61209872e-01 3.70937465e-06 2.19120716e-21) (1.87563363e-01 3.84294974e-08 2.91497453e-24)) ((1.52170180e-19 -5.02701173e-21 5.60548786e-15) (-7.52560894e-20 2.48389577e-23 -2.11837873e-07))
64.65           	((7.61194468e-01 3.91526025e-06 2.19149637e-21) (1.87559791e-01 5.47520243e-08 2.91137451e-24)) ((1.52165887e-19 -5.02692349e-21 -2.06014676e-15) (-7.52541346e-20 2.48387735e-23 -2.10624471e-07))
64.7            	((7.61174179e-01 4.07016963e-06 2.19108380e-21) (1.87556243e-01 7.15378888e-08 2.90822038e-24)) ((1.52161599e-19 -5.02681389e-21 -9.96061957e-15) (-7.52521834e-20 2.48376929e-23 -2.09330829e-07))
64.75           	((7.61154299e-01 4.16089185e-06 2.19069257e-21) (1.87552715e-01 8.82569979e-08 2.90537101e-24)) ((1.52157323e-19 -5.02670635e-21 -1.78379447e-14) (-7.52502361e-20 2.48363418e-23 -2.07969777e-07))
64.8            	((7.61134607e-01 4.29050736e-06 2.19030182e-21) (1.87549204e-01 1.05067023e-07 2.90223027e-24)) ((1.52153063e-19 -5.02659996e-21 -2.59925545e-14) (-7.52482928e-20 2.48353419e-23 -2.06530285e-07))
64.85           	((7.61114711e-01 4.41148568e-06 2.18990461e-21) (1.87545708e-01 1.21952709e-07 2.89906894e-24)) ((1.52148821e-19 -5.02649295e-21 -3.42423572e-14) (-7.52463538e-20 2.48343380e-23 -2.05014391e-07))
64.9            	((7.61094947e-01 4.54282475e-06 2.18951228e-21) (1.87542227e-01 1.38995261e-07 2.89573221e-24)) ((1.52144598e-19 -5.02638676e-21 -4.26320763e-14) (-7.52444183e-20 2.48335026e-23 -2.03420622e-07))
64.95           	((7.61074651e-01 4.68127632e-06 2.18911730e-21) (1.87538756e-01 1.56278131e-07 2.89252173e-24)) ((1.52140298e-19 -5.02627120e-21 -4.84852501e-14) (-7.52424923e-20 2.48323319e-23 -2.01740979e-07))
65              	((7.61053974e-01 4.77680321e-06 2.18872193e-21) (1.87535292e-01 1.73789139e-07 2.88921799e-24)) ((1.52136038e-19 -5.02616856e-21 -5.80333850e-14) (-7.52405660e-20 2.48313938e-23 -2.00055596e-07))
65.05           	((7.61033707e-01 4.89423757e-06 2.18831936e-21) (1.87531837e-01 1.91376177e-07 2.88576936e-24)) ((1.52131820e-19 -5.02606138e-21 -6.67254338e-14) (-7.52386391e-20 2.48306011e-23 -1.98299574e-07))
65.1            	((7.61012619e-01 5.00887719e-06 2.18790167e-21) (1.87528383e-01 2.08976998e-07 2.88235205e-24)) ((1.52127523e-19 -5.02594705e-21 -7.42059409e-14) (-7.52367210e-20 2.48296921e-23 -1.96440705e-07))
65.15           	((7.60991941e-01 5.16375291e-06 2.18748870e-21) (1.87524934e-01 2.26937315e-07 2.87776117e-24)) ((1.52123310e-19 -5.02584278e-21 -8.50869939e-14) (-7.52347990e-20 2.48300735e-23 -1.94449074e-07))
65.2            	((7.60971279e-01 5.29030646e-06 2.18706017e-21) (1.87521491e-01 2.45115189e-07 2.87330328e-24)) ((1.52119139e-19 -5.02573266e-21 -9.43806123e-14) (-7.52328782e-20 2.48301254e-23 -1.92318942e-07))
65.25           	((7.60950379e-01 5.48027076e-06 2.18662582e-21) (1.87518051e-01 2.63750136e-07 2.87022667e-24)) ((1.52114967e-19 -5.02562098e-21 -9.93395904e-14) (-7.52309624e-20 2.48286898e-23 -1.90226737e-07))
65.3            	((7.60929376e-01 5.75561139e-06 2.18619735e-21) (1.87514613e-01 2.83711879e-07 2.86490610e-24)) ((1.52110794e-19 -5.02551094e-21 -1.08228422e-13) (-7.52290516e-20 2.48291255e-23 -1.88094611e-07))
65.35           	((7.60908256e-01 6.23461688e-06 2.18577148e-21) (1.87511178e-01 3.06766431e-07 2.85678080e-24)) ((1.52106626e-19 -5.02540209e-21 -1.17742079e-13) (-7.52271446e-20 2.48314902e-23 -1.85879277e-07))
65.4            	((7.60887003e-01 4.25696457e-06 2.18532674e-21) (1.87507743e-01 3.13921708e-07 2.87471531e-24)) ((1.52102456e-19 -5.02527941e-21 -1.22640938e-13) (-7.52252408e-20 2.48098180e-23 -1.83800414e-07))
65.45           	((7.60865680e-01 4.80351277e-06 2.18487623e-21) (1.87504307e-01 3.20240605e-07 2.87227906e-24)) ((1.52098305e-19 -5.02516576e-21 -1.30736784e-13) (-7.52233406e-20 2.48140711e-23 -1.81403027e-07))
65.5            	((7.60844552e-01 5.11237333e-06 2.18443676e-21) (1.87500874e-01 3.29011780e-07 2.87038470e-24)) ((1.52094162e-19 -5.02505417e-21 -1.37677359e-13) (-7.52214429e-20 2.48156393e-23 -1.78941587e-07))
65.55           	((7.60823848e-01 6.49331111e-06 2.18402074e-21) (1.87497447e-01 3.49317002e-07 2.85548087e-24)) ((1.52090031e-19 -5.02495057e-21 -1.47096528e-13) (-7.52195475e-20 2.48273000e-23 -1.76352568e-07))
65.6            	((7.60802568e-01 6.53858844e-06 2.18358744e-21) (1.87494024e-01 3.72518317e-07 2.85081150e-24)) ((1.52085904e-19 -5.02483982e-21 -1.54428499e-13) (-7.52176552e-20 2.48248667e-23 -1.73860830e-07))
65.65           	((7.60781299e-01 6.47317417e-06 2.18315296e-21) (1.87490601e-01 3.94638847e-07 2.84703207e-24)) ((1.52081785e-19 -5.02472823e-21 -1.64281512e-13) (-7.52157663e-20 2.48222767e-23 -1.71296941e-07))
65.7            	((7.60760055e-01 6.44713977e-06 2.18271703e-21) (1.87487180e-01 4.14878308e-07 2.84389828e-24)) ((1.52077675e-19 -5.02461648e-21 -1.72881024e-13) (-7.52138811e-20 2.48200808e-23 -1.68621172e-07))
65.75           	((7.60738837e-01 6.47190374e-06 2.18228007e-21) (1.87483760e-01 4.33604765e-07 2.84085894e-24)) ((1.52073574e-19 -5.02450492e-21 -1.81249818e-13) (-7.52119996e-20 2.48185008e-23 -1.65838216e-07))
65.8            	((7.60717720e-01 6.52356225e-06 2.18184576e-21) (1.87480343e-01 4.51315717e-07 2.83787380e-24)) ((1.52069483e-19 -5.02439397e-21 -1.89441453e-13) (-7.52101219e-20 2.48172859e-23 -1.62966540e-07))
65.85           	((7.60696641e-01 6.58999673e-06 2.18140951e-21) (1.87476929e-01 4.68379926e-07 2.83506446e-24)) ((1.52065400e-19 -5.02428305e-21 -1.97461839e-13) (-7.52082479e-20 2.48161303e-23 -1.60017968e-07))
65.9            	((7.60675611e-01 6.65877193e-06 2.18097221e-21) (1.87473519e-01 4.85002481e-07 2.83229641e-24)) ((1.52061326e-19 -5.02417263e-21 -2.05622411e-13) (-7.52063778e-20 2.48151114e-23 -1.57000607e-07))
65.95           	((7.60654631e-01 6.72784498e-06 2.18053402e-21) (1.87470113e-01 5.01296226e-07 2.82947089e-24)) ((1.52057261e-19 -5.02406251e-21 -2.14111281e-13) (-7.52045118e-20 2.48143072e-23 -1.53913163e-07))
66              	((7.60633724e-01 6.80819071e-06 2.18009866e-21) (1.87466711e-01 5.17413338e-07 2.82668370e-24)) ((1.52053205e-19 -5.02395262e-21 -2.22185605e-13) (-7.52026498e-20 2.48135874e-23 -1.50756115e-07))
66.05           	((7.60612878e-01 6.90378825e-06 2.17966506e-21) (1.87463314e-01 5.33539468e-07 2.82372711e-24)) ((1.52049159e-19 -5.02384329e-21 -2.30334740e-13) (-7.52007922e-20 2.48130838e-23 -1.47530732e-07))
66.1            	((7.60592090e-01 6.99239823e-06 2.17923320e-21) (1.87459922e-01 5.49675991e-07 2.82088810e-24)) ((1.52045122e-19 -5.02373405e-21 -2.38294844e-13) (-7.51989388e-20 2.48124523e-23 -1.44239175e-07))
66.15           	((7.60571314e-01 7.05953705e-06 2.17880177e-21) (1.87456535e-01 5.65651887e-07 2.81825417e-24)) ((1.52041095e-19 -5.02362489e-21 -2.46235974e-13) (-7.51970900e-20 2.48116486e-23 -1.40883512e-07))
66.2            	((7.60550523e-01 7.14129361e-06 2.17837009e-21) (1.87453152e-01 5.81539485e-07 2.81551413e-24)) ((1.52037076e-19 -5.02351573e-21 -2.54151897e-13) (-7.51952457e-20 2.48110244e-23 -1.37460647e-07))
66.25           	((7.60530801e-01 7.22167683e-06 2.17797501e-21) (1.87449783e-01 5.97363256e-07 2.81281883e-24)) ((1.52033065e-19 -5.02341108e-21 -2.61884156e-13) (-7.51934046e-20 2.48103814e-23 -1.33973135e-07))
