# Force coefficients
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 2.00000000e+00
# Aref          : 2.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
81.35           	-3.73567282e-07	9.42618464e-01	-1.07578537e-06	-9.11459964e-07	-1.64325401e-07
81.4            	-3.75634107e-07	9.42604657e-01	-2.00245036e-06	-1.37685929e-06	-6.25591074e-07
81.45           	-3.77570391e-07	9.42590866e-01	-2.08192461e-06	-1.41853270e-06	-6.63391915e-07
81.5            	-3.79355586e-07	9.42576975e-01	-1.61953905e-06	-1.18912511e-06	-4.30413938e-07
81.55           	-3.81028771e-07	9.42562753e-01	-1.11264104e-06	-9.37349290e-07	-1.75291748e-07
81.6            	-3.82590662e-07	9.42547600e-01	-4.01422103e-07	-5.83301714e-07	1.81879611e-07
81.65           	-3.84075722e-07	9.42538139e-01	-1.25200437e-08	-3.90335744e-07	3.77815700e-07
81.7            	-3.85449975e-07	9.42524503e-01	4.64468495e-07	-1.53215728e-07	6.17684223e-07
81.75           	-3.86718839e-07	9.42510862e-01	8.24906875e-07	2.57345982e-08	7.99172276e-07
81.8            	-3.87876133e-07	9.42497145e-01	1.20151617e-06	2.12881954e-07	9.88634221e-07
81.85           	-3.88922028e-07	9.42482882e-01	1.55730828e-06	3.89732113e-07	1.16757617e-06
81.9            	-3.89841621e-07	9.42469234e-01	2.21051945e-06	7.15418103e-07	1.49510135e-06
81.95           	-3.90671279e-07	9.42458430e-01	2.45014146e-06	8.34399450e-07	1.61574201e-06
82              	-3.91384511e-07	9.42445208e-01	2.82397615e-06	1.02060356e-06	1.80337258e-06
82.05           	-3.91981160e-07	9.42431492e-01	3.21242704e-06	1.21423236e-06	1.99819468e-06
82.1            	-3.92459674e-07	9.42416699e-01	3.68124247e-06	1.44816156e-06	2.23308091e-06
82.15           	-3.92824921e-07	9.42405760e-01	4.15721054e-06	1.68578035e-06	2.47143019e-06
82.2            	-3.93088820e-07	9.42393394e-01	4.48657210e-06	1.85019723e-06	2.63637487e-06
82.25           	-3.93227210e-07	9.42378355e-01	4.98669300e-06	2.10011929e-06	2.88657371e-06
82.3            	-3.93256297e-07	9.42368379e-01	5.40655926e-06	2.31002333e-06	3.09653593e-06
82.35           	-3.93172458e-07	9.42356742e-01	5.80375756e-06	2.50870632e-06	3.29505124e-06
82.4            	-3.92973612e-07	9.42344053e-01	6.18050473e-06	2.69727875e-06	3.48322597e-06
82.45           	-3.92661847e-07	9.42331962e-01	6.49954599e-06	2.85711115e-06	3.64243484e-06
82.5            	-3.92200858e-07	9.42316780e-01	7.71586599e-06	3.46573214e-06	4.25013385e-06
82.55           	-3.91656862e-07	9.42303352e-01	8.16821128e-06	3.69244878e-06	4.47576250e-06
82.6            	-3.91003279e-07	9.42288482e-01	8.38831361e-06	3.80315353e-06	4.58516008e-06
82.65           	-3.90261814e-07	9.42275742e-01	7.78801091e-06	3.50374364e-06	4.28426727e-06
82.7            	-3.89373159e-07	9.42262974e-01	7.44240201e-06	3.33182784e-06	4.11057416e-06
82.75           	-3.88339758e-07	9.42250170e-01	7.45919702e-06	3.34125875e-06	4.11793827e-06
82.8            	-3.87149830e-07	9.42237501e-01	8.61850424e-06	3.92210229e-06	4.69640195e-06
82.85           	-3.85946268e-07	9.42224987e-01	8.21646442e-06	3.72228594e-06	4.49417848e-06
82.9            	-3.84625320e-07	9.42212225e-01	8.35715756e-06	3.79395346e-06	4.56320410e-06
82.95           	-3.83180141e-07	9.42199329e-01	9.00518460e-06	4.11941216e-06	4.88577244e-06
83              	-3.81608148e-07	9.42186655e-01	1.05046878e-05	4.87073574e-06	5.63395204e-06
83.05           	-3.79979806e-07	9.42173919e-01	1.14322623e-05	5.33615136e-06	6.09611097e-06
83.1            	-3.78280112e-07	9.42161074e-01	1.18805343e-05	5.56198704e-06	6.31854726e-06
83.15           	-3.76488575e-07	9.42148274e-01	1.17186952e-05	5.48285902e-06	6.23583617e-06
83.2            	-3.74551709e-07	9.42135748e-01	1.18928443e-05	5.57187045e-06	6.32097387e-06
83.25           	-3.72475135e-07	9.42123074e-01	1.23687410e-05	5.81189536e-06	6.55684563e-06
83.3            	-3.70289376e-07	9.42110439e-01	1.27478920e-05	6.00365661e-06	6.74423536e-06
83.35           	-3.67995250e-07	9.42097833e-01	1.31353723e-05	6.19969090e-06	6.93568140e-06
83.4            	-3.65584368e-07	9.42085167e-01	1.36482149e-05	6.45852307e-06	7.18969181e-06
83.45           	-3.63060822e-07	9.42072440e-01	1.41664208e-05	6.72014958e-06	7.44627123e-06
83.5            	-3.60422823e-07	9.42059723e-01	1.47176969e-05	6.99842564e-06	7.71927128e-06
83.55           	-3.57675999e-07	9.42046864e-01	1.51564336e-05	7.22054080e-06	7.93589280e-06
83.6            	-3.54805341e-07	9.42034031e-01	1.55531667e-05	7.42177801e-06	8.13138869e-06
83.65           	-3.51781937e-07	9.42021321e-01	1.62978099e-05	7.79712303e-06	8.50068690e-06
83.7            	-3.48631223e-07	9.42008415e-01	1.59939438e-05	7.64834068e-06	8.34560313e-06
83.75           	-3.45197028e-07	9.41995639e-01	1.63496961e-05	7.82965101e-06	8.52004507e-06
83.8            	-3.41690590e-07	9.41982898e-01	1.66437537e-05	7.98018628e-06	8.66356746e-06
83.85           	-3.38273636e-07	9.41970144e-01	1.69718020e-05	8.14762738e-06	8.82417465e-06
83.9            	-3.34813824e-07	9.41957343e-01	1.75585100e-05	8.44444116e-06	9.11406881e-06
83.95           	-3.31288677e-07	9.41944722e-01	1.78036419e-05	8.57053227e-06	9.23310963e-06
84              	-3.27705909e-07	9.41932314e-01	1.70045637e-05	8.17457592e-06	8.82998774e-06
84.05           	-3.23878046e-07	9.41919513e-01	1.94407810e-05	9.39651246e-06	1.00442686e-05
84.1            	-3.19955942e-07	9.41906776e-01	2.20293815e-05	1.06947348e-05	1.13346467e-05
84.15           	-3.15924995e-07	9.41893985e-01	2.56222528e-05	1.24952014e-05	1.31270514e-05
84.2            	-3.11887619e-07	9.41881433e-01	2.68517797e-05	1.31140022e-05	1.37377775e-05
84.25           	-3.07800173e-07	9.41868683e-01	2.46455030e-05	1.20149513e-05	1.26305517e-05
84.3            	-3.03439250e-07	9.41856067e-01	2.30149163e-05	1.12040189e-05	1.18108974e-05
84.35           	-2.98846060e-07	9.41843439e-01	2.14056051e-05	1.04039565e-05	1.10016486e-05
84.4            	-2.93993817e-07	9.41831083e-01	2.19280717e-05	1.06700420e-05	1.12580297e-05
84.45           	-2.89036495e-07	9.41818732e-01	2.25876062e-05	1.10047666e-05	1.15828396e-05
84.5            	-2.84009361e-07	9.41806481e-01	2.31670534e-05	1.12995173e-05	1.18675360e-05
84.55           	-2.78905134e-07	9.41794424e-01	2.36598004e-05	1.15509951e-05	1.21088053e-05
84.6            	-2.73706404e-07	9.41782606e-01	2.41316129e-05	1.17921000e-05	1.23395128e-05
84.65           	-2.68408191e-07	9.41771792e-01	2.44754150e-05	1.19692993e-05	1.25061157e-05
84.7            	-2.62973348e-07	9.41757933e-01	2.53955886e-05	1.24348209e-05	1.29607676e-05
84.75           	-2.57428728e-07	9.41745780e-01	2.63461390e-05	1.29156408e-05	1.34304982e-05
84.8            	-2.51783869e-07	9.41730319e-01	2.71095793e-05	1.33030058e-05	1.38065735e-05
84.85           	-2.46062282e-07	9.41718184e-01	2.66966869e-05	1.31022812e-05	1.35944057e-05
84.9            	-2.40272270e-07	9.41706281e-01	2.46456048e-05	1.20825302e-05	1.25630747e-05
84.95           	-2.34268499e-07	9.41694406e-01	2.43744909e-05	1.19529769e-05	1.24215139e-05
85              	-2.28146914e-07	9.41682528e-01	2.43782690e-05	1.19609876e-05	1.24172814e-05
85.05           	-2.21849687e-07	9.41670629e-01	2.71266694e-05	1.33414850e-05	1.37851844e-05
85.1            	-2.15604277e-07	9.41658828e-01	2.78275177e-05	1.36981546e-05	1.41293631e-05
85.15           	-2.09318449e-07	9.41647065e-01	2.82167645e-05	1.38990638e-05	1.43177007e-05
85.2            	-2.02941575e-07	9.41635400e-01	2.84664714e-05	1.40302941e-05	1.44361773e-05
85.25           	-1.96452729e-07	9.41623822e-01	2.86876474e-05	1.41473710e-05	1.45402764e-05
85.3            	-1.89848378e-07	9.41612376e-01	2.89877798e-05	1.43040415e-05	1.46837383e-05
85.35           	-1.83141790e-07	9.41601000e-01	2.92307403e-05	1.44322283e-05	1.47985119e-05
85.4            	-1.76342475e-07	9.41589702e-01	2.93604267e-05	1.45038709e-05	1.48565558e-05
85.45           	-1.69453351e-07	9.41578501e-01	2.93752974e-05	1.45181954e-05	1.48571021e-05
85.5            	-1.62468777e-07	9.41567204e-01	2.95027182e-05	1.45888903e-05	1.49138279e-05
85.55           	-1.55388951e-07	9.41556740e-01	2.99316441e-05	1.48104331e-05	1.51212110e-05
85.6            	-1.48227708e-07	9.41545748e-01	3.02915144e-05	1.49975295e-05	1.52939849e-05
85.65           	-1.41035352e-07	9.41534672e-01	2.94322188e-05	1.45750740e-05	1.48571447e-05
85.7            	-1.33782493e-07	9.41523591e-01	2.78704907e-05	1.38014629e-05	1.40690279e-05
85.75           	-1.26387576e-07	9.41512681e-01	2.77664320e-05	1.37568284e-05	1.40096036e-05
85.8            	-1.18925202e-07	9.41502231e-01	2.78163308e-05	1.37892402e-05	1.40270906e-05
85.85           	-1.11376906e-07	9.41491285e-01	2.93945995e-05	1.45859229e-05	1.48086767e-05
85.9            	-1.03928133e-07	9.41480721e-01	2.81208022e-05	1.39564730e-05	1.41643292e-05
85.95           	-9.63273423e-08	9.41470556e-01	2.97585910e-05	1.47829682e-05	1.49756228e-05
86              	-8.86359411e-08	9.41459706e-01	3.27956565e-05	1.63091923e-05	1.64864642e-05
86.05           	-8.09279531e-08	9.41449145e-01	3.57355227e-05	1.77868334e-05	1.79486893e-05
86.1            	-7.31931536e-08	9.41438533e-01	3.82049391e-05	1.90292764e-05	1.91756627e-05
86.15           	-6.55592926e-08	9.41427635e-01	3.58415330e-05	1.78552072e-05	1.79863258e-05
86.2            	-5.77837231e-08	9.41417030e-01	3.28869249e-05	1.63856787e-05	1.65012462e-05
86.25           	-4.96731310e-08	9.41404477e-01	3.34137466e-05	1.66572002e-05	1.67565464e-05
86.3            	-4.13878577e-08	9.41394044e-01	3.50662161e-05	1.74917202e-05	1.75744959e-05
86.35           	-3.30011998e-08	9.41382463e-01	3.80338614e-05	1.89839295e-05	1.90499319e-05
86.4            	-2.48277655e-08	9.41369910e-01	3.51394246e-05	1.75448845e-05	1.75945401e-05
86.45           	-1.64417973e-08	9.41359039e-01	3.50692530e-05	1.75181847e-05	1.75510683e-05
86.5            	-8.02866664e-09	9.41346803e-01	3.26568965e-05	1.63204196e-05	1.63364769e-05
86.55           	5.47028708e-10	9.41339154e-01	3.19599931e-05	1.59805436e-05	1.59794495e-05
86.6            	9.33073126e-09	9.41325755e-01	3.44713799e-05	1.72450207e-05	1.72263592e-05
86.65           	1.81778162e-08	9.41312608e-01	3.81259436e-05	1.90811496e-05	1.90447940e-05
86.7            	2.68310131e-08	9.41306713e-01	3.74040199e-05	1.87288410e-05	1.86751789e-05
86.75           	3.54790308e-08	9.41294347e-01	3.49238581e-05	1.74974081e-05	1.74264500e-05
86.8            	4.43186577e-08	9.41283205e-01	3.39943608e-05	1.70414991e-05	1.69528618e-05
86.85           	5.33104859e-08	9.41272536e-01	3.41538421e-05	1.71302315e-05	1.70236106e-05
86.9            	6.24175782e-08	9.41260950e-01	3.58445726e-05	1.79847039e-05	1.78598687e-05
86.95           	7.15500504e-08	9.41250412e-01	3.78100773e-05	1.89765887e-05	1.88334886e-05
87              	8.04687222e-08	9.41238861e-01	3.46499290e-05	1.74054332e-05	1.72444958e-05
87.05           	8.95855700e-08	9.41228051e-01	3.43521404e-05	1.72656558e-05	1.70864846e-05
87.1            	9.88114111e-08	9.41217087e-01	3.46969703e-05	1.74472966e-05	1.72496737e-05
87.15           	1.08064792e-07	9.41206149e-01	3.50071445e-05	1.76116370e-05	1.73955075e-05
87.2            	1.17312168e-07	9.41195449e-01	3.49470663e-05	1.75908453e-05	1.73562210e-05
87.25           	1.26595146e-07	9.41184270e-01	3.53471744e-05	1.78001823e-05	1.75469920e-05
87.3            	1.35880797e-07	9.41173436e-01	3.53526925e-05	1.78122270e-05	1.75404654e-05
87.35           	1.45187418e-07	9.41162598e-01	3.53431028e-05	1.78167388e-05	1.75263640e-05
87.4            	1.54517371e-07	9.41151740e-01	3.52616873e-05	1.77853610e-05	1.74763263e-05
87.45           	1.63874658e-07	9.41140929e-01	3.52103777e-05	1.77690635e-05	1.74413142e-05
87.5            	1.73255089e-07	9.41130091e-01	3.51792495e-05	1.77628798e-05	1.74163697e-05
87.55           	1.82655481e-07	9.41119130e-01	3.51901867e-05	1.77777488e-05	1.74124379e-05
87.6            	1.92083062e-07	9.41107734e-01	3.55207822e-05	1.79524742e-05	1.75683080e-05
87.65           	2.01473981e-07	9.41098449e-01	3.48374866e-05	1.76202173e-05	1.72172693e-05
87.7            	2.10877371e-07	9.41087777e-01	3.40802531e-05	1.72510039e-05	1.68292492e-05
87.75           	2.20300903e-07	9.41076565e-01	3.34475869e-05	1.69440944e-05	1.65034926e-05
87.8            	2.29801677e-07	9.41066858e-01	3.44538375e-05	1.74567204e-05	1.69971171e-05
87.85           	2.39241096e-07	9.41056118e-01	3.44795361e-05	1.74790091e-05	1.70005269e-05
87.9            	2.48631684e-07	9.41045412e-01	3.39219223e-05	1.72095928e-05	1.67123295e-05
87.95           	2.58045907e-07	9.41034716e-01	3.40633302e-05	1.72897110e-05	1.67736192e-05
88              	2.67452109e-07	9.41024021e-01	3.41746230e-05	1.73547636e-05	1.68198594e-05
88.05           	2.76801074e-07	9.41013197e-01	3.33493157e-05	1.69514589e-05	1.63978568e-05
88.1            	2.86129274e-07	9.41003093e-01	3.22542724e-05	1.64132655e-05	1.58410069e-05
88.15           	2.95461397e-07	9.40993613e-01	3.13938358e-05	1.59923793e-05	1.54014565e-05
88.2            	3.04799858e-07	9.40980859e-01	3.12275742e-05	1.59185869e-05	1.53089872e-05
88.25           	3.14111933e-07	9.40972167e-01	3.13757665e-05	1.60019952e-05	1.53737713e-05
88.3            	3.23291473e-07	9.40961003e-01	2.97728721e-05	1.52097275e-05	1.45631446e-05
88.35           	3.32453293e-07	9.40948626e-01	2.88439804e-05	1.47544435e-05	1.40895369e-05
88.4            	3.41585104e-07	9.40937857e-01	2.84575464e-05	1.45703583e-05	1.38871881e-05
88.45           	3.50704349e-07	9.40927168e-01	2.93606129e-05	1.50310108e-05	1.43296021e-05
88.5            	3.59726904e-07	9.40915975e-01	3.00628232e-05	1.53911385e-05	1.46716847e-05
88.55           	3.68578668e-07	9.40906177e-01	2.90914217e-05	1.49142895e-05	1.41771322e-05
88.6            	3.77377426e-07	9.40894705e-01	2.83800558e-05	1.45674053e-05	1.38126505e-05
88.65           	3.86199199e-07	9.40885464e-01	2.93975225e-05	1.50849604e-05	1.43125620e-05
88.7            	3.94952463e-07	9.40875635e-01	3.01618387e-05	1.54758718e-05	1.46859669e-05
88.75           	4.03581161e-07	9.40864918e-01	2.98518203e-05	1.53294913e-05	1.45223290e-05
88.8            	4.12147420e-07	9.40854146e-01	2.93651473e-05	1.50947211e-05	1.42704262e-05
88.85           	4.20691252e-07	9.40842959e-01	2.91606167e-05	1.50009996e-05	1.41596171e-05
88.9            	4.29147944e-07	9.40833061e-01	2.80536016e-05	1.44559487e-05	1.35976528e-05
88.95           	4.37574430e-07	9.40822013e-01	2.73152566e-05	1.40952027e-05	1.32200539e-05
89              	4.45973706e-07	9.40811925e-01	2.71609174e-05	1.40264324e-05	1.31344850e-05
89.05           	4.54291969e-07	9.40801981e-01	2.68545018e-05	1.38815429e-05	1.29729590e-05
89.1            	4.62540784e-07	9.40791942e-01	2.66154371e-05	1.37702594e-05	1.28451778e-05
89.15           	4.70721723e-07	9.40780678e-01	2.65948412e-05	1.37681423e-05	1.28266989e-05
89.2            	4.78750563e-07	9.40771020e-01	2.51763551e-05	1.30669281e-05	1.21094270e-05
89.25           	4.86735149e-07	9.40759430e-01	2.43614587e-05	1.26674645e-05	1.16939942e-05
89.3            	4.94678805e-07	9.40750618e-01	2.42506906e-05	1.26200241e-05	1.16306665e-05
89.35           	5.02544394e-07	9.40739798e-01	2.41440809e-05	1.25745848e-05	1.15694961e-05
89.4            	5.10297381e-07	9.40730122e-01	2.38909754e-05	1.24557851e-05	1.14351903e-05
89.45           	5.17903852e-07	9.40718446e-01	2.25861319e-05	1.18109698e-05	1.07751621e-05
89.5            	5.25475334e-07	9.40708154e-01	2.25648873e-05	1.18079190e-05	1.07569683e-05
89.55           	5.32912282e-07	9.40699933e-01	2.17794246e-05	1.14226246e-05	1.03568000e-05
89.6            	5.40261816e-07	9.40689388e-01	2.12898945e-05	1.11852091e-05	1.01046854e-05
89.65           	5.47569860e-07	9.40679204e-01	2.20570962e-05	1.15761180e-05	1.04809782e-05
89.7            	5.54705558e-07	9.40669323e-01	2.15562381e-05	1.13328246e-05	1.02234135e-05
89.75           	5.61742342e-07	9.40658402e-01	2.12838184e-05	1.12036515e-05	1.00801669e-05
89.8            	5.68667083e-07	9.40648049e-01	2.06292490e-05	1.08832916e-05	9.74595742e-06
89.85           	5.75498640e-07	9.40637598e-01	1.99258190e-05	1.05384082e-05	9.38741088e-06
89.9            	5.82238651e-07	9.40627168e-01	1.92397816e-05	1.02021294e-05	9.03765213e-06
89.95           	5.88875022e-07	9.40616569e-01	1.84988265e-05	9.83828826e-06	8.66053822e-06
90              	5.95396615e-07	9.40606607e-01	1.76161640e-05	9.40347863e-06	8.21268540e-06
90.05           	6.01815935e-07	9.40596246e-01	1.69690398e-05	9.08633585e-06	7.88270398e-06
90.1            	6.08228800e-07	9.40586201e-01	1.91382757e-05	1.01773666e-05	8.96090904e-06
90.15           	6.14349373e-07	9.40575420e-01	1.78449316e-05	9.53681516e-06	8.30811641e-06
90.2            	6.20408489e-07	9.40564991e-01	1.81140964e-05	9.67745668e-06	8.43663970e-06
90.25           	6.26248125e-07	9.40554610e-01	1.52481217e-05	8.25030899e-06	6.99781274e-06
90.3            	6.32082526e-07	9.40544328e-01	1.38896603e-05	7.57691269e-06	6.31274764e-06
90.35           	6.37862318e-07	9.40533803e-01	1.33077963e-05	7.29176049e-06	6.01603585e-06
90.4            	6.43512755e-07	9.40523906e-01	1.29038622e-05	7.09544385e-06	5.80841834e-06
90.45           	6.49002998e-07	9.40513620e-01	1.24709701e-05	6.88448805e-06	5.58648205e-06
90.5            	6.54329001e-07	9.40503458e-01	1.19976425e-05	6.65315024e-06	5.34449223e-06
90.55           	6.59499468e-07	9.40493421e-01	1.15195563e-05	6.41927762e-06	5.10027869e-06
90.6            	6.64521263e-07	9.40483436e-01	1.09311750e-05	6.13010876e-06	4.80106624e-06
90.65           	6.69365219e-07	9.40473561e-01	9.49869876e-06	5.41871460e-06	4.07998416e-06
90.7            	6.74096704e-07	9.40463903e-01	8.60898369e-06	4.97858855e-06	3.63039514e-06
90.75           	6.78663967e-07	9.40454326e-01	7.20156314e-06	4.27944554e-06	2.92211760e-06
90.8            	6.83101555e-07	9.40444969e-01	6.40349081e-06	3.88484696e-06	2.51864385e-06
90.85           	6.87356844e-07	9.40436819e-01	5.35482206e-06	3.36476788e-06	1.99005419e-06
90.9            	6.91479499e-07	9.40424590e-01	5.32935224e-06	3.35615562e-06	1.97319662e-06
90.95           	6.95408180e-07	9.40415156e-01	5.26001375e-06	3.32541505e-06	1.93459869e-06
91              	6.99137419e-07	9.40403281e-01	4.90499973e-06	3.15163728e-06	1.75336245e-06
91.05           	7.02653661e-07	9.40393207e-01	3.85455318e-06	2.62993025e-06	1.22462293e-06
91.1            	7.05997537e-07	9.40384390e-01	2.62270517e-06	2.01735012e-06	6.05355046e-07
91.15           	7.09174617e-07	9.40375178e-01	1.12122821e-06	1.26978872e-06	-1.48560514e-07
91.2            	7.12306990e-07	9.40365991e-01	2.57195388e-06	1.99828393e-06	5.73669951e-07
91.25           	7.15137940e-07	9.40356804e-01	1.57089314e-06	1.50058451e-06	7.03086302e-08
91.3            	7.17745208e-07	9.40347665e-01	-2.02590736e-07	6.16449840e-07	-8.19040577e-07
91.35           	7.20246243e-07	9.40338713e-01	-6.40449502e-07	4.00021492e-07	-1.04047099e-06
91.4            	7.22569664e-07	9.40329764e-01	-1.24221066e-06	1.01464336e-07	-1.34367499e-06
91.45           	7.24704559e-07	9.40320790e-01	-1.80762272e-06	-1.79106801e-07	-1.62851592e-06
91.5            	7.26644244e-07	9.40311842e-01	-2.48214044e-06	-5.14425975e-07	-1.96771446e-06
91.55           	7.28393650e-07	9.40302928e-01	-3.26152471e-06	-9.02368703e-07	-2.35915600e-06
91.6            	7.29958552e-07	9.40294041e-01	-4.08545679e-06	-1.31276984e-06	-2.77268695e-06
91.65           	7.31338339e-07	9.40285194e-01	-5.03531976e-06	-1.78632154e-06	-3.24899822e-06
91.7            	7.32536351e-07	9.40276369e-01	-5.97642462e-06	-2.25567596e-06	-3.72074866e-06
91.75           	7.33547697e-07	9.40267573e-01	-6.93679986e-06	-2.73485223e-06	-4.20194763e-06
91.8            	7.34368119e-07	9.40258810e-01	-7.89358431e-06	-3.21242403e-06	-4.68116027e-06
91.85           	7.34992064e-07	9.40250047e-01	-8.87146786e-06	-3.70074187e-06	-5.17072600e-06
91.9            	7.35416228e-07	9.40241306e-01	-9.84310388e-06	-4.18613571e-06	-5.65696817e-06
91.95           	7.35644122e-07	9.40232593e-01	-1.06233089e-05	-4.57601031e-06	-6.04729856e-06
92              	7.35658175e-07	9.40223862e-01	-1.14746742e-05	-5.00167895e-06	-6.47299530e-06
92.05           	7.35443399e-07	9.40215067e-01	-1.26580555e-05	-5.59358435e-06	-7.06447115e-06
92.1            	7.35024192e-07	9.40206273e-01	-1.37527654e-05	-6.14135853e-06	-7.61140691e-06
92.15           	7.34385106e-07	9.40197598e-01	-1.50940705e-05	-6.81265017e-06	-8.28142038e-06
92.2            	7.33533813e-07	9.40188812e-01	-1.64509287e-05	-7.49193054e-06	-8.95899817e-06
92.25           	7.32531712e-07	9.40179799e-01	-1.59259229e-05	-7.23042975e-06	-8.69549317e-06
92.3            	7.31280083e-07	9.40170813e-01	-1.53493337e-05	-6.94338676e-06	-8.40594692e-06
92.35           	7.29709123e-07	9.40161932e-01	-1.64016028e-05	-7.47109229e-06	-8.93051054e-06
92.4            	7.27917790e-07	9.40153023e-01	-1.75845153e-05	-8.06433985e-06	-9.52017543e-06
92.45           	7.25896426e-07	9.40144094e-01	-1.98700214e-05	-9.20911428e-06	-1.06609071e-05
92.5            	7.23703557e-07	9.40135204e-01	-2.18781518e-05	-1.02153723e-05	-1.16627794e-05
92.55           	7.21374001e-07	9.40126365e-01	-2.22064014e-05	-1.03818267e-05	-1.18245747e-05
92.6            	7.18799500e-07	9.40117453e-01	-2.24085573e-05	-1.04854791e-05	-1.19230781e-05
92.65           	7.15942530e-07	9.40108560e-01	-2.28028798e-05	-1.06854974e-05	-1.21173824e-05
92.7            	7.12775812e-07	9.40099631e-01	-2.43424985e-05	-1.14584734e-05	-1.28840251e-05
92.75           	7.09473312e-07	9.40090740e-01	-2.34529321e-05	-1.10169927e-05	-1.24359394e-05
92.8            	7.05877464e-07	9.40081803e-01	-2.36704196e-05	-1.11293323e-05	-1.25410873e-05
92.85           	7.02033179e-07	9.40072713e-01	-2.39716784e-05	-1.12838060e-05	-1.26878724e-05
92.9            	6.97914871e-07	9.40062865e-01	-2.56020490e-05	-1.21031097e-05	-1.34989394e-05
92.95           	6.93605405e-07	9.40055726e-01	-2.70589770e-05	-1.28358831e-05	-1.42230939e-05
93              	6.89064171e-07	9.40047739e-01	-2.93491417e-05	-1.39855067e-05	-1.53636350e-05
93.05           	6.84383665e-07	9.40039128e-01	-3.00602039e-05	-1.43457183e-05	-1.57144856e-05
93.1            	6.79505109e-07	9.40030404e-01	-2.94552472e-05	-1.40481185e-05	-1.54071287e-05
93.15           	6.74239862e-07	9.40021074e-01	-3.13068700e-05	-1.49791952e-05	-1.63276749e-05
93.2            	6.68713400e-07	9.40011879e-01	-3.28894423e-05	-1.57760078e-05	-1.71134346e-05
93.25           	6.62966580e-07	9.40002093e-01	-3.29062967e-05	-1.57901818e-05	-1.71161149e-05
93.3            	6.56867024e-07	9.39995861e-01	-3.28788563e-05	-1.57825611e-05	-1.70962952e-05
93.35           	6.50099122e-07	9.39987755e-01	-3.61331985e-05	-1.74165001e-05	-1.87166983e-05
93.4            	6.43381412e-07	9.39979124e-01	-3.61402001e-05	-1.74267186e-05	-1.87134814e-05
93.45           	6.36826905e-07	9.39970083e-01	-3.63655840e-05	-1.75459651e-05	-1.88196189e-05
93.5            	6.30167484e-07	9.39961344e-01	-3.62736884e-05	-1.75066767e-05	-1.87670117e-05
93.55           	6.23300403e-07	9.39952971e-01	-3.61084301e-05	-1.74309146e-05	-1.86775154e-05
93.6            	6.16099344e-07	9.39942910e-01	-3.84044388e-05	-1.85861200e-05	-1.98183187e-05
93.65           	6.08736920e-07	9.39934067e-01	-3.94945335e-05	-1.91385298e-05	-2.03560037e-05
93.7            	6.01109936e-07	9.39924605e-01	-4.19590501e-05	-2.03784151e-05	-2.15806350e-05
93.75           	5.93374965e-07	9.39916762e-01	-4.21839487e-05	-2.04985994e-05	-2.16853493e-05
93.8            	5.85389717e-07	9.39908629e-01	-4.24213354e-05	-2.06252780e-05	-2.17960574e-05
93.85           	5.77154286e-07	9.39898955e-01	-4.12017486e-05	-2.00237200e-05	-2.11780286e-05
93.9            	5.68646632e-07	9.39890970e-01	-3.97582526e-05	-1.93104796e-05	-2.04477729e-05
93.95           	5.59852965e-07	9.39881903e-01	-3.92244753e-05	-1.90523847e-05	-2.01720906e-05
94              	5.50725335e-07	9.39871928e-01	-4.20317145e-05	-2.04651319e-05	-2.15665826e-05
94.05           	5.41568993e-07	9.39862952e-01	-4.29118282e-05	-2.09143451e-05	-2.19974831e-05
94.1            	5.32319190e-07	9.39854548e-01	-4.23464280e-05	-2.06408948e-05	-2.17055332e-05
94.15           	5.22750270e-07	9.39847604e-01	-4.47021814e-05	-2.18283404e-05	-2.28738410e-05
94.2            	5.13178415e-07	9.39837984e-01	-4.26021215e-05	-2.07878823e-05	-2.18142392e-05
94.25           	5.03385294e-07	9.39829590e-01	-4.11334060e-05	-2.00633177e-05	-2.10700883e-05
94.3            	4.93203303e-07	9.39818471e-01	-4.42108584e-05	-2.16122259e-05	-2.25986325e-05
94.35           	4.82964717e-07	9.39809213e-01	-4.54474994e-05	-2.22407850e-05	-2.32067144e-05
94.4            	4.72643462e-07	9.39800798e-01	-4.60108124e-05	-2.25327627e-05	-2.34780497e-05
94.45           	4.62135999e-07	9.39793318e-01	-4.72804621e-05	-2.31780951e-05	-2.41023671e-05
94.5            	4.51580742e-07	9.39783704e-01	-4.59103985e-05	-2.25036185e-05	-2.34067800e-05
94.55           	4.40785825e-07	9.39774812e-01	-4.59325517e-05	-2.25254900e-05	-2.34070617e-05
94.6            	4.29769712e-07	9.39766036e-01	-4.69975830e-05	-2.30690218e-05	-2.39285612e-05
94.65           	4.18668025e-07	9.39758546e-01	-4.68297057e-05	-2.29961848e-05	-2.38335209e-05
94.7            	4.07372335e-07	9.39750575e-01	-4.81020625e-05	-2.36436589e-05	-2.44584036e-05
94.75           	3.95987083e-07	9.39740136e-01	-4.85403244e-05	-2.38741751e-05	-2.46661493e-05
